HTS-4,COMMODITIES,IMPORT
7307,"TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS AND SLEEVES), OF IRON OR STEEL",796881282
7308,"STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING PREPARED SHAPES ETC., OF IRON OR STEEL",337081836
7309,"RESERVOIRS, TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF MORE THAN 300 LITERS (79.25 GAL.), OF IRON OR STEEL",95482479
7310,"TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.25 GAL.), OF IRON OR STEEL",179472505
7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL",95977192
7312,"STRANDED WIRE, ROPES AND CABLES, PLAITED BANDS ETC., NOT ELECTRICALLY INSULATED, OF IRON OR STEEL",204556538
7313,"BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL",3098088
7314,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL",195005169
7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL",204848519
7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL",26857046
7317,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER",241726943
7318,"SCREWS, BOLTS, NUTS, COACH SCREWS, SCREW HOOKS, RIVETS, COTTERS, COTTER PINS, WASHERS AND SIMILAR ARTICLES, OF IRON OR STEEL",883181039
7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL",50417023
7321,"STOVES, RANGES, GRATES, COOKERS, BARBECUES, BRAZIERS AND SIMILAR NONELECTRIC DOMESTIC APPLIANCES, AND PARTS THEREOF, OF IRON OR STEEL",1374876429
7322,"RADIATORS, AIR HEATERS AND HOT AIR DISTRIBUTORS HAVING A MOTOR-DRIVEN FAN OR BLOWER, NOT ELECTRICALLY HEATED, AND PARTS THEREOF, OF IRON OR STEEL",114100949
7323,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL",632891871
7324,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL",291497303
7325,"CAST ARTICLES NESOI, OF IRON OR STEEL",179589145
7326,"ARTICLES OF IRON OR STEEL, NESOI",1721595504
7401,COPPER MATTES; CEMENT COPPER (PRECIPITATED COPPER),28364
7403,"REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT",1925498
7404,COPPER WASTE AND SCRAP,2644261
7405,MASTER ALLOYS OF COPPER,29321
7406,COPPER POWDERS AND FLAKES,2288298
7407,"COPPER BARS, RODS AND PROFILES",9886540
7408,COPPER WIRE,23354779
7409,"COPPER PLATES, SHEETS AND STRIP, OVER 0.15 MM (0.006 IN.) THICK",14306051
7410,"COPPER FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.15 MM (0.006 IN.) THICK (EXCLUDING ANY BACKING)",6241715
7411,COPPER TUBES AND PIPES,44206294
7412,"COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",188627461
7413,"STRANDED WIRE, CABLES, PLAITED BANDS AND SIMILAR ARTICLES, OF COPPER, NOT ELECTRICALLY INSULATED",2188335
7415,"NAILS, TACKS, DRAWING PINS, STAPLES (EXCEPT THOSE FOR OFFICE ETC.) AND SIMILAR ARTICLES OF COPPER OR WITH COPPER HEADS; SCREWS, BOLTS ETC. OF COPPER",26385527
7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT SCOURERS ETC. OF COPPER; SANITARY WARE AND PARTS THEREOF, OF COPPER",34086650
7419,"ARTICLES OF COPPER, NESOI",158559973
7501,"NICKLE MATTES, NICKLE OXIDE SINTERS AND OTHER INTERMEDIATE PRODUCTS OF NICKLE METALLURGY",5791923
7502,"NICKLE, UNWROUGHT",5220125
7503,NICKEL WASTE AND SCRAP,17898523
7504,NICKLE POWDERS AND FLAKES,1390431
7505,"NICKLE BARS, RODS, PROFILES AND WIRE",5108580
7506,"NICKLE PLATES, SHEETS, STRIP AND FOIL",747978
7507,"NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",2180671
7508,"ARTICLES OF NICKEL, NESOI",14595003
7602,ALUMINUM WASTE AND SCRAP,1361653
7603,ALUMINUM POWDERS AND FLAKES,14626182
7610,"ALUMINUM STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING SHAPES PREPARED FOR STRUCTURE USE",73320840
7611,"ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)",840496
7612,"ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)",12311821
7613,ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS,6152247
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, INCLUDING SLINGS AND SIMILAR ARTICLES OF ALUMINUM, NOT ELECTRICALLY INSULATED",452758
7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINUM; POT SCOURERS ETC. OF ALUMINUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINUM",9978527
7616,"ARTICLES OF ALUMINUM, NESOI",666466875
7801,"LEAD, UNWROUGHT",56696
7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES",237794
7806,"ARTICLES OF LEAD, NESOI",4163006
7901,"ZINC, UNWROUGHT",2987682
7903,"ZINC DUST, POWDERS AND FLAKES",124512
7904,"ZINC BARS, RODS, PROFILES AND WIRE",1126357
7905,"ZINC PLATES, SHEETS, STRIP AND FOIL",222553
7907,"ARTICLES OF ZINC, NESOI",134473054
8001,"TIN, UNWROUGHT",10281358
8003,"TIN BARS, RODS, PROFILES AND WIRE",69293
8007,"ARTICLES OF TIN, NESOI",19910335
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",70190231
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",24285301
8103,"TANTALUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",66079046
8104,"MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",7091307
8105,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",38827721
8106,"BISMUTH AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",22117070
8107,"CADMIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",449254
8108,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",50363486
8109,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",5588717
8110,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",28482601
8111,"MANGANESE AND ARTCLES THEREOF, INCLUDING WASTE AND SCRAP",31089248
8112,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, ARTICLES THEREOF, AND WASTE OR SCRAP",64226877
8113,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",4114877
8201,"HANDTOOLS, MAINLY USED IN AGRICULTURE, HORTICULTURE OR FORESTRY, INCLUDING SPADES, SHOVELS, HOES, FORKS, RAKES, TROWELS, AND BASE METAL PARTS THEREOF",153581941
8202,"HANDSAWS AND BASE METAL PARTS THEREOF; BLADES FOR SAWS OF ALL KINDS; BASE METAL PARTS OF SAWS, NESOI",187443230
8203,"FILES, RASPS, PLIERS, PINCERS, METALCUTTING SHEARS, PIPE CUTTERS, BOLT CUTTERS AND SIMILAR HAND TOOLS, AND BASE METAL PARTS THEREOF",195875076
8204,"HAND-OPERATED SPANNERS AND WRENCHES, INCLUDING TORQUE METER WRENCHES (NOT TAP WRENCHES); SOCKET WRENCHES, WITH HANDLES ETC. OR NOT; BASE METAL PARTS",281718877
8205,"HANDTOOLS NESOI; BLOW TORCHES ETC.; VISES, CLAMPS AND THE LIKE NESOI; ANVILS; PORTABLE FORGES; GRINDING WHEELS WITH FRAMEWORKS; BASE METAL PARTS",644671483
8206,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE",86270430
8207,"INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF",786488873
8208,"KNIVES AND CUTTING BLADES, FOR MACHINES OR MECHANICAL APPLIANCES, AND BASE METAL PARTS THEREOF",64080645
8209,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS",46961321
8210,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING NOT OVER 10 KG, FOR PREPARING, CONDITIONING OR SERVING FOOD OR DRINK, AND BASE METAL PARTS THEREOF",121700206
8211,"KNIVES WITH CUTTING BLADES (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES AND CUTTING BLADES FOR MACHINES OR MECHANICAL APPLIANCES OF HEADING 8208",196047840
8215,"SPOONS, FORKS, LADLES, CAKE-SERVERS, BUTTER-KNIVES, ETC. AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL, AND BASE METAL PARTS THEREOF",141945452
8301,"PADLOCKS AND LOCKS, INCLUDING CLASPS AND FRAMES WITH CLASPS, INCORPORATING LOCKS, OF BASE METAL; KEYS AND PARTS OF THE FOREGOING, OF BASE METAL",63724208
8302,"MOUNTINGS AND OTHER HARDWARE FOR FURNITURE, DOORS, WINDOWS ETC.; HATRACKS, CASTORS ETC.; DOOR CLOSURES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",2554398422
8303,"ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL",250641734
8306,"BELLS, GONGS AND THE LIKE, NONELECTRIC; ORNAMENTS; PHOTOGRAPH OR SIMILAR FRAMES; MIRRORS; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",79061000
8307,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS",72228022
8308,"CLASPS, BUCKLES, HOOKS, EYES, EYELETS ETC. USED FOR CLOTHING ETC.; SPECIFIED RIVETS; BEADS OR SPANGLES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",58137860
8309,"STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL",125899314
8310,"SIGN PLATES, NAME PLATES, ADDRESS PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS (NOT ILLUMINATED), AND PARTS THEREOF, OF BASE METAL",48105949
8311,"WIRE, RODS ETC. OF BASE METAL OR METAL CARBIDES WITH FLUX FOR SOLDERING ETC.; WIRE AND RODS OF BASE METAL POWDER FOR METAL SPRAYING; BASE METAL PARTS",37201528
8404,"AUXILIARY PLANT FOR USE WITH BOILERS (STEAM OR OTHER VAPOR GENERATING, SUPER-HEATED AND CENTRAL HEATING); VAPOR POWER UNIT CONDENSERS; PARTS THEREOF",6091290
8406,"STEAM TURBINES AND OTHER VAPOR TURBINES, AND PARTS THEREOF",12076459
8407,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES,82465053
8408,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES),52296091
8409,PARTS FOR SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AND COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES,890246224
8412,"ENGINES AND MOTORS NESOI, AND PARTS THEREOF",1190727714
8413,"PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF",430493299
8414,"AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WITH OR WITHOUT FILTERS; PARTS THEREOF",1385389752
8415,"AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF",1820595635
8416,"FURNACE BURNERS FOR LIQUID FUEL, PULVERIZED SOLID FUEL OR GAS; MECHANICAL STOKERS, GRATES, ASH DISCHARGERS AND SIMILAR APPLIANCES; PARTS THEREOF",9311429
8418,"REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, ELECTRIC OR OTHER; HEAT PUMPS NESOI, PARTS THEREOF",1583552428
8421,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES; PARTS THEREOF",196181554
8422,"MACHINES, FOR DISHWASHING, FOR CLEANING, DRYING, FILLING, CLOSING ETC. CONTAINERS, FOR OTHER PACKING ETC., AND FOR AERATING BEVERAGES; PARTS THEREOF",84087
8423,"WEIGHING MACHINERY (EXCLUDING SPECIFIC BALANCES), WEIGHT-OPERATED COUNTING OR CHECKING MACHINES, AND WEIGHING MACHINE WEIGHTS; WEIGHING MACHINE PARTS",74274340
8424,MECHANICAL APPLIANCES FOR DISPERSING LIQUID OR POWDER; FIRE EXTINGUISHERS; SPRAY GUNS ETC.; STEAM OR SAND BLASTING AND SIMILAR MACHINES; PARTS THEREOF,759081342
8425,PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS; WINCHES AND CAPSTANS; JACKS,604607819
8426,"SHIP'S DERRICKS; CRANES; MOBILE LIFTING FRAMES, STRADDLE CARRIERS AND WORKS TRUCKS FITTED WITH A CRANE",116292665
8427,FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT,80843719
8428,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (INCLUDING ELEVATORS, ESCALATORS AND CONVEYORS)",20921400
8430,"MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS",18820
8432,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS GROUND ROLLERS; PARTS THEREOF",3733508
8433,"HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF",188950527
8441,"MACHINERY NESOI FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES, AND PARTS THEREOF",137400459
8442,"MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF",1747695
8443,"PRINTING MACHINERY (INCLUDING INK-JET PRINTING MACHINES, EXCEPT THOSE OF 8471); MACHINES FOR USES ANCILLARY TO PRINTING; PARTS THEREOF",90221542
8446,WEAVING MACHINES (LOOMS),273630
8451,"MACHINERY (EXCEPT LAUNDRY) FOR WASHING, CLEANING, PRESSING, UNREELING ETC. TEXTILES; MACHINES FOR APPLYING PASTE TO FLOOR COVERINGS; PARTS THEREOF",64713933
8452,"SEWING MACHINES, OTHER THAN BOOK-SEWING MACHINES; SEWING MACHINE FURNITURE, BASES AND COVERS; SEWING MACHINE NEEDLES; PARTS THEREOF",11814446
8454,"CONVERTERS, LADLES, INGOT MOLDS AND CASTING MACHINES USED IN METALLURGY OR IN METAL FOUNDRIES, AND PARTS THEREOF",3892745
8459,"MACHINE TOOLS, OTHER THAN LATHES, FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING METAL",22434249
8460,"MACHINE TOOLS FOR DEBURRING, HONING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING, ABRASIVE OR POLISHING PRODUCTS, NESOI",3965847
8461,"MACHINE TOOLS FOR PLANING, SHAPING, BROACHING ETC., GEAR CUTTING, GEAR FINISHING ETC., AND OTHER MACHINE TOOLS WORKING BY REMOVING METAL ETC., NESOI",24906138
8465,"MACHINE TOOLS FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS (INCLUDING MACHINES FOR NAILING, STAPLING ETC.)",284464245
8466,"PARTS AND ACCESSORIES FOR USE WITH MACHINE TOOLS OF HEADINGS 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS AND OTHER SPECIAL ATTACHMENTS",48762896
8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NONELECTRIC MOTOR, AND PARTS THEREOF",225773168
8468,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NONELECTRIC; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES; PARTS THEREOF",16712008
8470,"CALCULATING MACHINES (INCL POCKET-SIZE DATA TYPE); ACCOUNTING, POSTAGE-FRANKING & TICKET-ISSUING & LIKE MACH WITH CALCULATING DEVICE; CASH REGISTERS",157339411
8471,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING AND PROCESSING CODED DATA, NESOI",7884044012
8472,"OFFICE MACHINES NESOI (INCLUDING DUPLICATING MACHINES, ADDRESSING MACHINES, BANKNOTE DISPENSERS, COIN-SORTING, COIN-COUNTING OR WRAPPING MACHINES)",332312822
8473,PARTS AND ACCESSORIES NESOI FOR TYPEWRITERS AND OTHER OFFICE MACHINES OF HEADINGS 8469 TO 8472,15208751322
8476,"AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF",36152817
8477,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF",5534534
8479,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",672725711
8480,"MOLDING BOXES FOR METAL FOUNDRY; MOLD BASES; MOLDING PATTERNS; MOLDS FOR METALS, NESOI, METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS",67138356
8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE; PARTS THEREOF",2927155574
8482,"BALL OR ROLLER BEARINGS, AND PARTS THEREOF",13099346
8483,"TRANSMISSION SHAFTS AND CRANKS; BEARING HOUSINGS, HOUSED BEARINGS ETC.; GEARS AND GEARING; BALL & ROLLER SCREWS; CLUTCHES, ETC.; AND PARTS",746159862
8501,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS),575113810
8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS,518908042
8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS OR INDUCTORS; POWER SUPPLIES FOR ADP MACHINES OR UNITS; PARTS THEREOF",5041569290
8505,"ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES TO BE PERMANENT AFTER MAGNETIZATION; ELECTROMAGNETIC OR PERMANENT MAGNET CHUCKS, BRAKES ETC.; PARTS",253651714
8506,PRIMARY CELLS AND PRIMARY BATTERIES; PARTS THEREOF,258625750
8507,"ELECTRIC STORAGE BATTERIES, INCLUDING SEPARATORS THEREFOR; PARTS THEREOF",442313136
8508,VACUUM CLEANERS; PARTS THEREOF,1895994161
8509,"ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",227902738
8510,"ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF",156657635
8511,ELECTRICAL IGNITION OR STARTING EQUIPMENT USED FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINES; GENERATORS ETC. THEREFOR; PARTS,515034166
8512,"ELECTRICAL LIGHTING OR SIGNALING EQUIPMENT NESOI, WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES; PARTS THEREOF",1162430572
8513,"PORTABLE ELECTRIC LAMPS DESIGNED TO FUNCTION ON OWN ENERGY SOURCE (DRY BATTERIES, STORAGE BATTERIES, MAGNETOS), EXCEPT FOR MOTOR VEHICLES ETC.; PARTS",11076601
8514,INDUSTRIAL OR LABORATORY ELECTRIC FURNACES AND OVENS; OTHER INDUSTRIAL OR LABORATORY INDUCTION OR DIELECTRIC HEATING EQUIPMENT; PARTS THEREOF,14062800
8516,"ELECTRIC WATER HEATERS ETC., SPACE AND SOIL HEATING APPARATUS; ELECTROTHERMIC HAIR APPARATUS (CURLERS ETC.), HAND-DRYERS, FLATIRONS ETC.; PARTS",1173029343
8517,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING SUCH APPARATUS FOR CARRIER-CURRENT OR DIGITAL LINE SYSTEMS; PARTS THEREOF",23750129749
8518,"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS; HEADPHONES, EARPHONES ETC.; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS; PARTS",466230350
8519,"TURNTABLES, RECORD PLAYERS, CASSETTE PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE",63277870
8522,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 OR 8521,25257888
8523,PREPARED UNRECORDED MEDIA (OTHER THAN MOTION-PICTURE FILM) FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA,323745376
8525,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY, RADIOBROADCASTING OR TV; TV CAMERAS; STILL IMAGE VIDEO CAMERAS AND RECRDRS;DIGITAL CAMERAS",1870421521
8527,"RECEPTION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY OR RADIOBROADCASTING, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS",472662025
8528,"TELEVISION RECEIVERS, INCLUDING VIDEO MONITORS AND VIDEO PROJECTORS",91011994
8529,"PARTS FOR TELEVISION, RADIO AND RADAR APPARATUS (OF HEADINGS 8525 TO 8528)",271036831
8531,"ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS (BELLS, SIRENS, BURGLAR OR FIRE ALARMS ETC.), NESOI; AND PARTS THEREOF",1181799851
8533,"ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS), OTHER THAN HEATING RESISTORS; PARTS THEREOF",32509233
8534,PRINTED CIRCUITS,907772057
8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE OVER 1,000 V",34149175
8536,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE NOT OVER 1,000 V",344826037
8537,"BOARDS, PANELS ETC. WITH TWO OR MORE APPAR FOR SWITCHING ETC. ELEC CIRCUITS (HEADING 8535, 8536) OR OPTICAL ETC. INSTRUMENT OF CHAPTER 90; N/C APPAR",1462043497
8538,"PARTS FOR ELECTRICAL APPARATUS FOR SWITCHING ETC. ELECTRIC CIRCUITS (OF HEADING 8535 OR 8536) AND PANELS, BOARDS, CONSOLES ETC. (OF HEADING 8537)",115827386
8539,"ELECTRIC FILAMENT OR DISCHARGE LAMPS, INCLUDING SEALED BEAM LAMP UNITS AND ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS; PARTS THEREOF",374491705
8540,"THERMIONIC, COLD CATHODE OR PHOTOCATHODE TUBES (VACUUM, VAPOR OR GAS FILLED TUBES, CATHODE-RAY TUBES, TELEVISION CAMERA TUBES ETC.); PARTS THEREOF",13029201
8543,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",1027829688
8544,"INSULATED WIRE, CABLE AND OTHER INSULATED ELECTRICAL CONDUCTORS; OPTICAL FIBER CABLES, OF INDIVIDUALLY SHEATHED FIBERS, WITH CONDUCTORS ETC. OR NOT",2931937570
8545,"CARBON ELECTRODES, CARBON BRUSHES, LAMP CARBONS, BATTERY CARBONS AND OTHER ARTICLES OF GRAPHITE OR OTHER CARBON USED FOR ELECTRICAL PURPOSES",81296552
8546,ELECTRICAL INSULATORS OF ANY MATERIAL,111659791
8547,"INSULATING FITTINGS FOR ELECTRICAL MACHINES ETC., PRIMARILY OF INSULATING MATERIALS; CONDUIT TUBING ETC. OF BASE METAL LINED WITH INSULATING MATERIAL",66325890
8548,"WASTE & SCRAP OF PRIMARY CELLS AND BATTERIES; SPENT PRIMARY CELLS AND BATTERIES; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, NESOI",32622553
8706,"CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",425541
8707,"BODIES (INCLUDING CABS), FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",4383621
8708,"PARTS AND ACCESSORIES FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT MOTOR VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES",9173849791
8712,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED",873147738
