"HTS-4","COMMODITIES"
"2503","SULFUR OF ALL KINDS, OTHER THAN SUBLIMED SULFUR, PRECIPITATED SULFUR AND COLLOIDAL SULFUR"
"2609","TIN ORES AND CONCENTRATES"
"9029","REVOLUTION AND PRODUCTION COUNTERS, TAXIMETERS ETC.; SPEEDOMETERS AND TACHOMETERS NESOI; STROBOSCOPES; PARTS AND ACCESSORIES THEREOF"
"8546","ELECTRICAL INSULATORS OF ANY MATERIAL"
"7317","NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER"
"8509","ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
"7404","COPPER WASTE AND SCRAP"
"3813","PREPARATIONS AND CHARGES FOR FIRE-EXTINGUISHERS; CHARGED FIRE-EXTINGUISHNG GRENADES"
"8510","ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
"2512","SILICEOUS FOSSIL MEALS (INCLUDING KIESELGUHR, TRIPOLITE AND DIATOMITE) AND SIMILAR SILICEOUS EARTHS, OF AN APPARENT SPECIFIC GRAVITY OF 1 OR LESS"
"3901","POLYMERS OF ETHYLENE, IN PRIMARY FORMS"
"8111","MANGANESE AND ARTCLES THEREOF, INCLUDING WASTE AND SCRAP"
"5202","COTTON WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK)"
"6814","WORKED MICA AND ARTICLES OF MICA, INCLUDING AGGLOMERATED OR RECONSTITUTED MICA, WHETHER OR NOT ON A SUPPORT OF PAPER, PAPERBOARD OR OTHER MATERIALS"
"2308","VEGETABLE MATERIALS AND WASTE, VEGETABLE RESIDUES AND BY-PRODUCTS (IN PELLETS OR NOT), USED IN ANIMAL FEEDING, NESOI"
"0308","AQUATIC INVERTEBRATES OTHER THAN CRUSTACEANS & MOLLUSCS, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED/ IN BRINE; SMOKED; EDIBLE FLOURS, MEALS & PELLETS"
"8303","ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL"
"8476","AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF"
"5006","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT"
"8207","INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF"
"9607","SLIDE FASTENERS AND PARTS THEREOF"
"3305","PREPARATIONS FOR USE ON THE HAIR"
"7507","NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
"5302","TRUE HEMP (CANNABIS SATIVA L.), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF TRUE HEMP (INCLUDING YARN WASTE AND GARNETTED STOCK)"
"4602","BASKETWORK, WICKERWORK AND OTHER ARTICLES, MADE DIRECTLY TO SHAPE FROM PLAITING MATERIALS OR FROM PRODUCTS OF PLAITING MATERIALS; ARTICLES OF LOOFAH"
"8708","PARTS AND ACCESSORIES FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT MOTOR VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
"3213","ARTISTS', STUDENTS' OR SIGNBOARD PAINTERS' COLORS, MODIFYING TINTS ETC., IN TABLETS, TUBES, JARS, BOTTLES OR IN SIMILAR FORMS OR PACKINGS"
"5703","CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE-UP"
"3210","PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER"
"2942","ORGANIC COMPOUNDS NESOI"
"0814","PEEL OF CITRUS FRUIT OR MELONS (INCLUDING WATERMELONS), FRESH, FROZEN, DRIED OR PROVISIONALLY PRESERVED"
"2709","PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS, CRUDE"
"2513","PUMICE; EMERY; NATURAL CORUNDUM, NATURAL GARNET AND OTHER NATURAL ABRASIVES, WHETHER OR NOT HEAT-TREATED"
"0305","FISH, DRIED, SALTED OR IN BRINE; SMOKED FISH; FISH MEAL FIT FOR HUMAN CONSUMPTION"
"5106","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE"
"7020","ARTICLES OF GLASS, NESOI"
"1108","STARCHES; INULIN"
"2519","NATURAL MAGNESIUM CARBONATE; FUSED MAGNESIA; DEAD-BURNED (SINTERED) MAGNESIA; OTHER MAGNESIUM OXIDE, WHETHER OR NOT PURE"
"3701","PHOTOGRAPHIC PLATES AND FILM, FLAT, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM, FLAT, SENSITIZED, UNEXPOSED"
"3806","ROSIN AND RESIN ACIDS AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS"
"8413","PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF"
"5103","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK"
"7411","COPPER TUBES AND PIPES"
"7611","ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)"
"4114","CHAMOIS (INCLUDING COMBINATION CHAMOIS) LEATHER; PATENT LEATHER & PATENT LAMINATED LEATHER; METALLIZED LEATHER"
"6506","HEADGEAR NESOI, WHETHER OR NOT LINED OR TRIMMED"
"0810","FRUIT NESOI, FRESH"
"7409","COPPER PLATES, SHEETS AND STRIP, OVER 0.15 MM (0.006 IN.) THICK"
"7412","COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
"1207","OIL SEEDS AND OLEAGINOUS FRUITS NESOI, WHETHER OR NOT BROKEN"
"2106","FOOD PREPARATIONS NESOI"
"6001","PILE FABRICS, INCLUDING LONG PILE FABRICS AND TERRY FABRICS, KNITTED OR CROCHETED"
"5311","WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS, NESOI; WOVEN FABRICS OF PAPER YARN"
"0407","BIRDS' EGGS, IN SHELL, FRESH, PRESERVED OR COOKED"
"8519","TURNTABLES, RECORD PLAYERS, CASSETTE PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE"
"8309","STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL"
"5601","WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBERS, NOT OVER 5 MM (0.197 IN.) IN LENGTH, TEXTILE DUST AND MILL NEPS"
"2203","BEER MADE FROM MALT"
"8539","ELECTRIC FILAMENT OR DISCHARGE LAMPS, INCLUDING SEALED BEAM LAMP UNITS AND ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS; PARTS THEREOF"
"0811","FRUIT AND NUTS (UNCOOKED OR COOKED BY STEAM OR BOILING WATER), WHETHER NOT SWEETENED, FROZEN"
"0303","FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT WITHOUT BONES; FISH LIVERS AND ROES, FROZEN"
"8107","CADMIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"7501","NICKLE MATTES, NICKLE OXIDE SINTERS AND OTHER INTERMEDIATE PRODUCTS OF NICKLE METALLURGY"
"5102","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED"
"5705","CARPETS AND OTHER TEXTILE FLOOR COVERINGS (WHETHER OR NOT MADE-UP), NESOI"
"0704","CABBAGES, CAULIFLOWER, KOHLRABI, KALE AND SIMILAR EDIBLE BRASSICAS, FRESH OR CHILLED"
"5801","WOVEN PILE FABRICS AND CHENILLE FABRICS (OTHER THAN WOVEN TERRY OR TUFTED FABRICS AND NARROW WOVEN FABRICS NOT OVER 30 CM IN WIDTH) NESOI"
"8110","ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"7313","BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL"
"5310","WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BAST FIBERS NESOI (EXCLUDING FLAX, TRUE HEMP AND RAMIE)"
"0301","FISH, LIVE"
"1201","SOYBEANS, WHETHER OR NOT BROKEN"
"5909","TEXTILE HOSEPIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOR OR ACCESSORIES OF OTHER MATERIALS"
"2301","FLOURS, MEALS AND PELLETS, OF MEAT OR MEAT OFFAL, OF FISH OR OF CRUSTACEANS ETC., UNFIT FOR HUMAN CONSUMPTION; GREAVES (CRACKLINGS)"
"1506","ANIMAL FATS AND OILS AND THEIR FRACTIONS, NESOI, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED"
"4003","RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
"6805","NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILES, PAPER OR OTHER MATERIAL, WHETHER OR NOT CUT TO SHAPE, SEWN OR OTHERWISE MADE UP"
"4202","TRAVEL GOODS, VANITY CASES, BINOCULAR AND CAMERA CASES, HANDBAGS, WALLETS, CUTLERY CASES AND SIMILAR CONTAINERS, OF VARIOUS SPECIFIED MATERIALS"
"9006","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASHBULBS (EXCEPT DISCHARGE LAMPS); PARTS AND ACCESSORIES"
"7504","NICKLE POWDERS AND FLAKES"
"5516","WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS"
"8412","ENGINES AND MOTORS NESOI, AND PARTS THEREOF"
"3302","MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE ODORIFEROUS SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY OR BEV MFG"
"2819","CHROMIUM OXIDES AND HYDROXIDES"
"5101","WOOL, NOT CARDED OR COMBED"
"3204","SYNTHETIC ORGANIC COLORING MATTER AND PREPARATIONS BASED THEREON; SYNTHETIC ORGANIC PRODUCTS USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES"
"5309","WOVEN FABRICS OF FLAX"
"6904","CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND SIMILAR PRODUCTS"
"1401","VEGETABLE MATERIALS USED PRIMARILY FOR PLAITING, INCLUDING BAMBOOS, RATTANS, REEDS, RUSHES, OSIER, RAFFIA, PROCESSED CEREAL STRAW AND LIME BARK"
"3404","ARTIFICIAL WAXES AND PREPARED WAXES"
"3215","PRINTING INK, WRITING OR DRAWING INK AND OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID"
"7806","ARTICLES OF LEAD, NESOI"
"8442","MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF"
"7403","REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT"
"8105","COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"3817","MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES NESOI"
"2006","VEGETABLES, FRUIT, NUTS, FRUIT-PEEL AND OTHER PARTS OF PLANTS PRESERVED BY SUGAR (DRAINED, GLACE OR CRYSTALLIZED)"
"2930","ORGANO-SULFUR COMPOUNDS"
"4304","ARTIFICIAL FUR AND ARTICLES THEREOF"
"8477","MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF"
"6507","HEADBANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS (VISORS), AND CHINSTRAPS FOR HEADGEAR"
"5104","GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR"
"5512","WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBERS"
"8206","TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE"
"7005","FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NT HAVING AN ABSORBENT, REFLECTING/NONREFLECTING LAYER, BUT NT OTHERWISE WORKD"
"2841","SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS"
"3923","ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS"
"7612","ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)"
"6502","HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED"
"3812","PREPARED RUBBER ACCELERATORS: COMPOUND PLASTICIZERS NESOI AND ANTIOXIDIZING PREPARATIONS AND OTHER COMPOUND STABILIZERS FOR RUBBER OR PLASTICS"
"7419","ARTICLES OF COPPER, NESOI"
"4115","COMPOSITE LEATHER W/BAS OF LTHR/FIBR IN SLAB/SHT/STP WHTR/NT IN ROLLS,PARING & WRK OF LTHR, NT SUT. FOR MANUFT OF ARTCL; LTHR DUST/PWD/FLR"
"9015","SURVEYING, HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS ETC. NESOI; RANGEFINDERS; PARTS AND ACCESSORIES"
"1007","GRAIN SORGHUM"
"7801","LEAD, UNWROUGHT"
"0714","CASSAVA (MANIOC), ARROWROOT, SALEP, JERUSALEM ARTICHOKES, SWEET POTATOES AND SIMILAR ROOTS ETC. (HIGH STARCH ETC. CONTENT), FRESH OR DRIED; SAGO PITH"
"7323","TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL"
"5111","WOVEN FABRICS OF CARDED WOOL OR CARDED FINE ANIMAL HAIR"
"8104","MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"8716","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; AND PARTS THEREOF"
"2002","TOMATOES PREPARED OR PRESERVED OTHERWISE THAN BY VINEGAR OR ACETIC ACID"
"8707","BODIES (INCLUDING CABS), FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
"2837","CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES"
"4816","CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS, NESOI (NOT OVER 36 CM WIDE), DUPLICATOR STENCILS AND OFFSET PLATES OF PAPER"
"2932","HETEROCYCLIC COMPOUNDS WITH OXYGEN HETERO-ATOM(S) ONLY"
"2615","NIOBIUM, TANTALUM, VANADIUM OR ZIRCONIUM ORES AND CONCENTRATES"
"4409","WOOD, CONTINUOUSLY SHAPED (TONGUED, GROOVED, MOLDED, ETC.) ALONG ANY OF ITS EDGES OR FACES"
"8430","MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS"
"4802","PAPER AND PAPERBOARD, UNCOATED, FOR WRITING, PRINTING ETC., PUNCH CARD STOCK AND PUNCH TAPE PAPER, IN ROLLS OR SHEETS; HANDMADE PAPER AND PAPERBOARD"
"7904","ZINC BARS, RODS, PROFILES AND WIRE"
"8101","TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"8518","MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS; HEADPHONES, EARPHONES ETC.; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS; PARTS"
"5904","LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS WITH A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE"
"8548","WASTE & SCRAP OF PRIMARY CELLS AND BATTERIES; SPENT PRIMARY CELLS AND BATTERIES; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, NESOI"
"3203","COLORING MATTER OF VEGETABLE OR ANIMAL ORIGIN AND PREPARATIONS BASED THEREON"
"4404","HOOPWOOD; SPLIT POLES; PILES, PICKETS AND STAKES OF WOOD, POINTED; ROUGHLY TRIMMED WOODEN STICKS FOR WALKING-STICKS, ETC.; CHIPWOOD AND THE LIKE"
"2610","CHROMIUM ORES AND CONCENTRATES"
"2904","SULFONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED"
"2502","UNROASTED IRON PYRITES"
"0511","ANIMAL PRODUCTS NESOI; DEAD ANIMALS (OF CHAPTER 1 OR 3), UNFIT FOR HUMAN CONSUMPTION"
"7905","ZINC PLATES, SHEETS, STRIP AND FOIL"
"0504","ANIMAL GUTS, BLADDERS AND STOMACHS (OTHER THAN FISH), WHOLE AND PIECES THEREOF, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED"
"0805","CITRUS FRUIT, FRESH OR DRIED"
"6903","REFRACTORY CERAMIC GOODS (RETORTS, CRUCIBLES, MUFFLES, PLUGS, TUBES, SHEATHS ETC.), NESOI"
"2811","INORGANIC ACIDS NESOI AND INORGANIC OXYGEN COMPOUNDS OF NONMETALS NESOI"
"7311","CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL"
"7301","SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL"
"8547","INSULATING FITTINGS FOR ELECTRICAL MACHINES ETC., PRIMARILY OF INSULATING MATERIALS; CONDUIT TUBING ETC. OF BASE METAL LINED WITH INSULATING MATERIAL"
"5204","COTTON SEWING THREAD, WHETHER OR NOT PUT UP FOR RETAIL SALE"
"3402","ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP); SURFACE-ACTIVE, WASHING, AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, NESOI"
"4413","DENSIFIED WOOD, IN BLOCKS, PLATES, STRIPS OR PROFILE SHAPES"
"8531","ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS (BELLS, SIRENS, BURGLAR OR FIRE ALARMS ETC.), NESOI; AND PARTS THEREOF"
"8517","ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING SUCH APPARATUS FOR CARRIER-CURRENT OR DIGITAL LINE SYSTEMS; PARTS THEREOF"
"2814","AMMONIA, ANHYDROUS OR IN AQUEOUS SOLUTION"
"2611","TUNGSTEN ORES AND CONCENTRATES"
"6804","MILLSTONES, GRINDING WHEELS AND THE LIKE (NO FRAMEWORKS), FOR GRINDING, SHARPENING ETC., AND PARTS THEREOF, OF NATURAL STONE, ABRASIVES OR CERAMICS"
"9007","CINEMATOGRAPHIC CAMERAS AND PROJECTORS (WITH OR WITHOUT SOUND RECORDING OR REPRODUCING APPARATUS); PARTS AND ACCESSORIES THEREOF"
"5403","ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING ARTIFICIAL MONOFILAMENTS OF LESS THAN 67 DECITEX"
"5108","YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE"
"5109","YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE"
"1603","EXTRACTS AND JUICES OF MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES"
"2005","VEGETABLES, OTHER THAN TOMATOES, MUSHROOMS AND TRUFFLES, PREPARED OR PRESERVED OTHERWISE THAN BY VINEGAR OR ACETIC ACID, NOT FROZEN EXC PRDCTS OF 2006"
"9403","FURNITURE, NESOI (OTHER THAN SEATS, MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE) AND PARTS THEREOF"
"7401","COPPER MATTES; CEMENT COPPER (PRECIPITATED COPPER)"
"5603","NONWOVENS (OF TEXTILE MATERIALS), WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
"0813","FRUIT, DRIED, NESOI (OTHER THAN THOSE OF HEADINGS 0801 TO 0806); MIXTURES OF NUTS OR DRIED FRUITS OF THIS CHAPTER"
"7203","SPONGY FERROUS PRODUCTS FROM DIRECT REDUCTION OF ORE AND PRODUCTS IN LUMPS, PELLETS ETC.; IRON, AT LEAST 99.94% (WT.) PURE, IN LUMPS, PELLETS ETC."
"8210","HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING NOT OVER 10 KG, FOR PREPARING, CONDITIONING OR SERVING FOOD OR DRINK, AND BASE METAL PARTS THEREOF"
"8201","HANDTOOLS, MAINLY USED IN AGRICULTURE, HORTICULTURE OR FORESTRY, INCLUDING SPADES, SHOVELS, HOES, FORKS, RAKES, TROWELS, AND BASE METAL PARTS THEREOF"
"2912","ALDEHYDES; CYCLIC POLYMERS OF ALDEHYDES; PARAFORMALDEHYDE"
"8108","TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
"6501","HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT"
"4809","CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS, WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS"
"8534","PRINTED CIRCUITS"
"1209","SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING"
"7315","CHAIN AND PARTS THEREOF, OF IRON OR STEEL"
"8706","CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
"3207","PREPARED PIGMENTS, OPACIFIERS AND COLORS, VITRIFIABLE ENAMELS ETC. USED IN THE CERAMIC, ENAMELING OR GLASS INDUSTRY; GLASS (FRIT OR OTHER) POWDER ETC."
"5704","CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE-UP"
"2617","ORES AND CONCENTRATES NESOI"
"2505","NATURAL SANDS OF ALL KINDS, OTHER THAN METAL-BEARING SANDS OF CHAPTER 26"
"2207","ETHYL ALCOHOL, UNDENATURED, OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80% VOL. OR HIGHER; ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
"8543","ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF"
"3212","PIGMENTS DISPERSED IN NONAQUEOUS MEDIA, IN LIQUID OR PASTE FORM, FOR PAINT MANUFACTURE; STAMPING FOILS; DYES AND OTHER COLORS PACKAGED FOR RETAIL SALE"
"3208","PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN A NONAQUEOUS MEDIUM; SOLUTIONS BASED ON SPECIFIED POLYMERS"
"4112","SHEEP/LAMB LEATHER FURTHER PERPARED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, W/O WOOL ON, WHR NT SPLIT, NT HD 414"
"7010","GLASS CONTAINERS USED FOR THE CONVEYANCE OR PACKING OF GOODS; GLASS PRESERVING JARS; GLASS STOPPERS, LIDS AND OTHER GLASS CLOSURES"
"8415","AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF"
"5608","KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS"
"2934","NUCLEIC ACIDS AND THEIR SALTS, OTHER HETEROCYCLIC COMPOUNDS"
"0307","MOLLUSCS, LIVE, FRESH, CHILLED, FROZEN, DRIED, SALTED OR IN BRINE; SMOKED; FLOURS, MEALS AND PELLETS, FIT FOR HUMAN CONSUMPTION"
"4001","NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
"2911","ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULFONATED, NITRATED OR NITROSATED DERIVATIVES"
"2530","MINERAL SUBSTANCES NESOI"
"3818","CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS"
"3819","HYDRAULIC BRAKE FLUIDS AND PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, WITH LESS THAN 70% (IF ANY) BY WEIGHT OF PETROLEUM OR BITUMINOUS MINERAL OILS"
"5809","WOVEN FABRICS OF METAL THREAD AND WOVEN FABRICS OF METALLIZED YARN (HEADING 5605), OF A KIND USED IN APPAREL, AS FURNISHING FABRICS ETC., NESOI"
"2008","FRUIT, NUTS AND OTHER EDIBLE PARTS OF PLANTS, OTHERWISE PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SWEETENING OR SPIRIT, NESOI"
"4601","PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS; PLAITING MATERIALS ETC. BOUND IN STRANDS OR WOVEN IN SHEETS, WHETHER OR NOT BEING FINISHED ARTICLES"
"8433","HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF"
