Code,Product
7321.90.20,"Iron/steel, top surface panels w/ or w/o burners/controls for nonportable non-elect."
7321.90.40,"Iron/steel, door assmbly w/more than one of inner panel, out. panel, window, insul., for"
7321.90.50,"Iron/steel, parts of nonportable non-electric domestic stoves or ranges, nesoi, for gas"
7321.90.60,"Iron/steel, parts, of nonelectric domestic cooking and warming appliances, nesoi"
7322.11.00,"Cast iron, non-electrically heated radiators and parts thereof, for central heating"
7322.19.00,"Iron (o/than cast) or steel, non-electrically heated radiators and parts thereof, for"
7322.90.00,"Iron or steel, non-electrically heated air heaters and hot air distributors w/motor driven"
7323.10.00,"Iron or steel wool; iron or steel pot scourers and scouring or polishing pads, gloves and"
7323.99.90,"Iron (o/th cast)/steel (o/th tinplate or stainless), table, kitchen (o/th cooking.) or"
7324.10.00,"Stainless steel, sinks and wash basins"
7324.21.10,"Cast iron, baths (whether or not enameled), coated or plated with precious metal"
7324.21.50,"Cast iron, baths (whether or not enameled), not coated or plated with precious metal"
7324.90.00,"Iron or steel, sanitary ware (o/than baths or stainless steel sinks and wash basins) and"
7325.10.00,"Nonmalleable cast iron, articles, nesoi"
7325.91.00,"Iron or steel, cast grinding balls and similar articles for mills"
7325.99.10,"Cast iron (o/than nonmalleable cast iron), articles nesoi"
7325.99.50,"Steel, cast articles nesoi"
7326.11.00,"Iron or steel, forged or stamped grinding balls and similar articles for mills"
7326.19.00,"Iron or steel, articles forged or stamped but n/further worked, nesoi"
7326.20.00,"Iron or steel, articles of wire, nesoi"
7326.90.10,"Tinplate, articles nesoi"
7326.90.25,"Iron or steel, cable or inner wire for caliper and cantilever brakes and casing therefore,"
7326.90.35,"Iron or steel, containers of a kind normally carried on the person, in the pocket or in the"
7326.90.45,"Iron or steel, horse and mule shoes"
7326.90.60,"Iron or steel, articles nesoi, coated or plated with precious metal"
7326.90.86,"Iron or steel, articles, nesoi"
7401.00.00,Copper mattes; cement copper (precipitated copper)
7402.00.00,Unrefined copper; copper anodes for electrolytic refining
7403.11.00,Refined copper cathodes and sections of cathodes
7403.12.00,"Refined copper, wire bars"
7403.13.00,"Refined copper, billets"
7403.19.00,"Refined copper, unwrought articles nesoi"
7403.21.00,"Copper-zinc base alloys (brass), unwrought nesoi"
7403.22.00,"Copper-tin base alloys (bronze), unwrought nesoi"
7403.29.01,"Copper alloys (o/than copper-zinc, copper-tin alloys), unwrought nesoi"
7404.00.30,Copper spent anodes; copper waste & scrap containing less than 94% by weight of
7404.00.60,"Copper, waste and scrap containing 94% or more by weight of copper"
7405.00.10,"Copper master alloys, containing 5% or more but n/more than 15% by weight of"
7405.00.60,"Copper master alloys, not containing 5% or more but n/more than 15% by weight of"
7406.10.00,"Copper, powders of non-lamellar structure"
7406.20.00,"Copper, powders of lamellar structure; copper flakes"
7407.10.15,"Refined copper, hollow profiles"
7407.10.30,"Refined copper, profiles (o/than hollow profiles)"
7407.10.50,"Refined copper, bars and rods"
7407.21.15,"Copper-zinc base alloys (brass), hollow profiles"
7407.21.30,"Copper-zinc base alloys (brass), profiles (o/than hollow profiles)"
7407.21.50,"Copper-zinc base alloys (brass), low fuming brazing rods"
7407.21.70,"Copper-zinc base alloys (brass), bars & rods nesoi, having a rectangular cross section"
7407.21.90,"Copper-zinc base alloys (brass), bars & rods nesoi, not having a rectangular cross section"
7407.29.16,"Copper alloys , hollow profiles"
7407.29.34,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"
7407.29.38,"Copper alloys (o/than cupro-nickel or nickel silver), profiles (o/than hollow profiles)"
7407.29.40,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"
7407.29.50,"Copper alloys (o/than brass, cupro-nickel or nickel silver), bars and rods"
7408.11.30,"Refined copper, wire, w/maximum cross-sectional dimension over 9.5 mm"
7408.11.60,"Refined copper, wire, w/maximum cross-sectional dimension over 6 mm but not over"
7408.19.00,"Refined copper, wire, w/maximum cross-sectional dimension of 6 mm or less"
7408.21.00,"Copper-zinc base alloys (brass), wire"
7408.22.10,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"
7408.22.50,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"
7408.29.10,"Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, coated or plated with"
7408.29.50,"Copper alloys (o/than brass, cupro-nickel or nickel-silver), wire, not coated or plated"
7409.11.10,"Refined copper, plates, sheets and strip, in coils, with a thickness of 5 mm or more"
7409.11.50,"Refined copper, plates, sheets and strip, in coils, with a thickness over 0.15mm but less"
7409.19.10,"Refined copper, plates, sheets and strip, not in coils, with a thickness of 5 mm or more"
7409.19.50,"Refined copper, plates, sheets and strip, not in coils, with a thickness o/0.15mm but less"
7409.19.90,"Refined copper, plates, sheets and strip, not in coils, with a thickness o/0.15mm but less"
7409.21.00,"Copper-zinc base alloys (brass), plates, sheets and strip, in coils"
7409.29.00,"Copper-zinc base alloys (brass), plates, sheets and strip, not in coils"
7409.31.10,"Copper-tin base alloys (bronze), plates, sheets and strip, in coils. with a thickness of 5"
7409.31.50,"Copper-tin base alloys (bronze), plates, sheets and strip, in coils, with a thickness"
7409.31.90,"Copper-tin base alloys (bronze), plates, sheets and strip, in coils, w/thickness o/0.15mm"
7409.39.10,"Copper-tin base alloys (bronze), plates, sheets and strip, with a thickness of 5 mm or"
7409.39.50,"Copper-tin base alloys (bronze), plates, sheets and strip, with a thickness o/0.15 but less"
7409.39.90,"Copper-tin base alloys (bronze), plates, sheets and strip, with a thickness o/0.15 but less"
7409.40.00,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),"
7409.90.10,"Copper alloys (o/than brass/bronze/cupro-nickel/nickel silver), plates, sheets & strip,"
7409.90.50,"Copper alloys (o/than brass/bronze/cupro-nickel/nickel silver), plates, sheets & strip,"
7409.90.90,"Copper alloys (o/than brass/bronze/cupro-nickel/nickel silver), plates, sheets & strip,"
7410.11.00,"Refined copper, foil, w/thickness of 0.15 mm or less, not backed"
7410.12.00,"Copper alloys, foil, w/thickness of 0.15 mm or less, not backed"
7410.21.30,"Refined copper, clad laminates, w/thickness of 0.15 mm or less, backed"
7410.21.60,"Refined copper, foil, w/thickness of 0.15 mm or less, backed"
7410.22.00,"Copper alloys, foil, w/thickness of 0.15 mm or less, backed"
7411.10.10,"Refined copper, tubes and pipes, seamless"
7411.10.50,"Refined copper, tubes and pipes, other than seamless"
7411.21.10,"Copper-zinc base alloys (brass), tubes and pipes, seamless"
7411.21.50,"Copper-zinc base alloys (brass), tubes and pipes, other than seamless"
7411.22.00,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver),"
7411.29.10,"Copper alloys (o/than brass/cupro-nickel/nickel-silver), pipes and tubes, seamless"
7411.29.50,"Copper alloys (o/than brass/cupro-nickel/nickel-silver), pipes and tubes, other than"
7412.10.00,"Refined copper, fittings for tubes and pipes"
7412.20.00,"Copper alloys, fittings for tubes and pipes"
7413.00.10,"Copper, stranded wire, not electrically insulated, not fitted with fittings and not made"
7413.00.50,"Copper, cables, plaited bands and the like, not fitted with fittings and not made up into"
7413.00.90,"Copper, stranded wire, cables, plaited bands and the like, not electrically insulated,"
7415.10.00,"Copper or iron/steel w/heads of copper, nails and tacks, drawing pins, staples and"
7415.21.00,"Copper, washers (including spring washers)"
7415.29.00,"Copper, rivets, cotters, cotter pins and similar non-threaded articles (o/than washers)"
7415.33.05,Copper screws for wood
7415.33.10,Muntz or yellow metal copper bolts
7415.33.80,"Screws (other than wood screws), bolts (other than Muntz or yellow metal) and nuts, of"
7415.39.00,"Copper, screw hooks and other threaded articles, nesoi"
7418.20.10,"Copper-zinc base alloys (brass), sanitary ware and parts thereof"
7418.20.50,"Copper (o/than brass), sanitary ware and parts thereof"
7419.10.00,"Copper, chain and parts thereof"
7419.91.00,"Copper, articles nesoi, cast, molded, stamped, or forged but not further worked"
7419.99.03,"Copper, Fourdrinier wires, for use in papermaking machines, w/94 or more wires to the"
7419.99.06,"Copper cloth, nesoi"
7419.99.09,"Copper, wire grill and netting; expanded metal of copper"
7419.99.15,"Copper, containers a kind normally carried on the person, in the pocket or in the"
7419.99.16,"Copper, springs"
7419.99.30,"Copper, articles nesoi, coated or plated with precious metal"
7419.99.50,"Copper, articles nesoi, not coated or plated with precious metal"
7501.10.00,Nickel mattes
7501.20.00,Nickel oxide sinters and other intermediate products of nickel metallurgy
7502.10.00,"Nickel (o/than alloy), unwrought"
7502.20.00,"Nickel alloys, unwrought"
7503.00.00,"Nickel, waste and scrap"
7504.00.00,"Nickel, powders and flakes"
7505.11.10,"Nickel (o/than alloy), bars and rods, cold formed"
7505.11.30,"Nickel (o/than alloy), bars and rods, not cold formed"
7505.11.50,"Nickel (o/than alloy), profiles"
7505.12.10,"Nickel alloy, bars and rods, cold formed"
7505.12.30,"Nickel alloy, bars and rods, not cold formed"
7505.12.50,"Nickel alloy, profiles"
7505.21.10,"Nickel (o/than alloy), wire, cold formed"
7505.21.50,"Nickel (o/than alloy), wire, not cold formed"
7505.22.10,"Nickel alloy, wire, cold formed"
7505.22.50,"Nickel alloy, wire, not cold formed"
7506.10.05,"Nickel, foil, w/thickness not over 0.15 mm"
7506.10.10,"Nickel (o/than alloy), plates, sheets and strip, cold formed"
7506.10.30,"Nickel (o/than alloy), plates, sheets and strip, not cold formed"
7506.20.05,"Nickel alloy, foil, w/thickness not over 0.15 mm"
7506.20.10,"Nickel alloy, plates, sheets and strip, cold formed"
7506.20.30,"Nickel alloy, plates, sheets and strip, not cold formed"
7507.11.00,"Nickel (o/than alloy), tubes and pipes"
7507.12.00,"Nickel alloy, tubes and pipes"
7507.20.00,"Nickel, fittings for tubes and pipes"
7508.10.00,"Nickel, wire cloth, grill and netting"
7508.90.10,"Nickel, stranded wire"
7508.90.50,"Nickel, articles of nesoi"
7602.00.00,"Aluminum, waste and scrap"
7603.10.00,"Aluminum, powders of non-lamellar structure"
7603.20.00,"Aluminum, powders of lamellar structure; aluminum flakes"
7610.90.00,"Aluminum, structures and parts of structures, nesoi; aluminum plates, rods, profiles,"
7611.00.00,"Aluminum, reservoirs, tanks, vats & like containers for any material (o/than compressed"
7612.10.00,"Aluminum, collapsible tubular containers, w/capacity of 300 l or less"
7612.90.10,"Aluminum, casks, drums & like containers, for any material (o/than compressed or liq."
7612.90.50,"Aluminum, casks, drums & like containers, for any material (o/thna compressed or liq."
7613.00.00,"Aluminum, containers for compressed or liquefied gas"
7614.10.50,"Aluminum, stranded wire, cables & the like w/steel core, not electrically insulated, fitted"
7614.90.40,"Aluminum, stranded wire, cables, & the like (o/than elect. conduct or w/steel core),"
7614.90.50,"Aluminum, stranded wire, cables and the like (o/than w/steel core), not electrically"
7615.20.00,"Aluminum, sanitary ware and parts thereof"
7616.10.10,"Aluminum, nails, tacks and staples"
7616.10.30,"Aluminum, rivets"
7616.10.50,"Aluminum, cotters and cotter pins"
7616.10.70,"Aluminum, screws, bolts, nuts, screw hooks, washers and similar articles w/shanks,"
7616.10.90,"Aluminum, screws, bolts, nuts, screw hooks, washers and similar articles w/shanks,"
7616.91.00,"Aluminum, wire cloth, grill, netting and fencing"
7616.99.10,"Aluminum, luggage frames"
7616.99.51,"Aluminum, articles, nesoi"
7801.10.00,"Refined lead, unwrought"
7801.91.00,"Lead (o/than refined lead), containing by weight antimony as the principal other"
7801.99.30,"Lead (o/than refined lead), bullion"
7801.99.90,"Lead (o/than refined lead), unwrought nesoi"
7802.00.00,"Lead, waste and scrap"
7804.11.00,"Lead, sheets, strip and foil, w/thickness n/o 0.2 mm, excluding any backing"
7804.19.00,"Lead, plates & sheets, strip and foil w/thickness o/0.2mm, nesoi"
7804.20.00,"Lead, powders and flakes"
7806.00.03,"Lead, bars, rods, profiles and wire"
7806.00.05,"Lead, tubes or pipes and fittings for tubes or pipes"
7806.00.80,"Lead, articles, nesoi"
7901.11.00,"Zinc (o/than alloy), unwrought, containing o/99.99% by weight of zinc"
7901.12.10,"Zinc (o/than alloy), unwrought, casting-grade zinc, containing at least 97.5% but less"
7901.12.50,"Zinc (o/than alloy), unwrought, o/than casting-grade zinc, containing at least 97.5% but"
7901.20.00,"Zinc alloy, unwrought"
7902.00.00,"Zinc, waste and scrap"
7903.10.00,"Zinc, dust"
7903.90.30,"Zinc, powders"
7903.90.60,"Zinc, flakes"
7904.00.00,"Zinc, bars, rods, profiles and wire"
7905.00.00,"Zinc, plates, sheets, strip and foil"
7907.00.10,"Zinc, household, table or kitchen use articles; zinc toilet and sanitary wares; zinc parts of"
7907.00.20,"Zinc, tubes or pipes and fittings for tubes or pipes"
7907.00.60,"Zinc, articles (o/than for household, table or kitchen use), nesoi"
8001.10.00,"Tin (o/than alloy), unwrought"
8001.20.00,"Tin alloy, unwrought"
8002.00.00,"Tin, waste and scrap"
8003.00.00,"Tin, bars, rods, profiles and wire"
8007.00.10,"Tin, household, table or kitchen use articles; tin toilet and sanitary wares; all the"
8007.00.20,"Tin, plates, sheets and strip, of a thickness exceeding 0.20 mm"
8007.00.31,"Tin. foil, w/thickness (excluding any backing) n/o 0.2 mm"
8007.00.32,"Tin, powders and flakes"
8007.00.40,"Tin, tubes or pipes and fittings for tubes or pipes"
8007.00.50,"Tin, articles nesoi"
8101.10.00,"Tungsten, powders"
8101.94.00,"Tungsten, unwrought (including bars and rods obtained simply by sintering)"
8101.96.00,Tungsten wire
8101.97.00,Tungsten waste and scrap
8101.99.10,"Tungsten bars and rods (o/than those obtained simply by sintering), profiles, plates,"
8101.99.80,"Tungsten, articles nesoi"
8102.10.00,"Molybdenum, powders"
8102.94.00,"Molybdenum, unwrought (including bars and rods obtained simply by sintering)"
8102.95.30,Molybdenum bars and rods (o/than those obtained simply by sintering)
8102.95.60,"Molybdenum profiles, plates, sheets, strip and foil"
8102.96.00,Molybdenum wire
8102.97.00,Molybdenum waste and scrap
8102.99.00,"Molybdenum, articles nesoi"
8103.20.00,"Tantalum, unwrought (including bars and rods obtained simply by sintering); tantalum"
8103.30.00,Tantalum waste and scrap
8103.90.00,"Tantalum, articles nesoi"
8104.11.00,"Magnesoium, unwrought, containing at least 99.8 percent by weight of magnesoium"
8104.19.00,"Magnesoium, unwrought, nesoi"
8104.20.00,"Magnesoium, waste and scrap"
8104.30.00,"Magnesoium, raspings, turnings and granules graded according to size; magnesoium"
8104.90.00,"Magnesoium, articles nesoi"
8105.20.30,"Cobalt alloys, unwrought"
8105.20.60,"Cobalt (other than alloys), unwrought"
8105.20.90,"Cobalt, mattes and other intermediate products of cobalt metallurgy; cobalt powders"
8105.30.00,Cobalt waste and scrap
8105.90.00,"Cobalt, articles thereof nesoi"
8106.00.00,"Bismuth (including waste & scrap) and articles thereof, nesoi"
8107.20.00,"Cadmium, unwrought; cadmium powders"
8107.30.00,Cadmium waste and scrap
8107.90.00,"Cadmium, articles thereof nesoi"
8108.20.00,"Titanium, unwrought; titanium powders"
8108.30.00,Titanium waste and scrap
8108.90.30,"Titanium, articles nesoi"
8108.90.60,"Titanium, wrought nesoi"
8109.20.00,"Zirconium, unwrought; zirconium powders"
8109.30.00,Zirconium waste and scrap
8109.90.00,"Zirconium, articles, nesoi"
8110.10.00,"Antimony, unwrought; antimony powders"
8110.20.00,Antimony waste and scrap
8110.90.00,"Articles of antimony, nesoi"
8111.00.30,"Manganese, waste and scrap"
8111.00.47,UNWROUGHT MANGANESE FLAKE CONTAINING AT LEAST 99.5 PERCENT BY WEIGHT
8111.00.49,"UNWROUGHT MANGANESE, nesoi"
8111.00.60,"Manganese (o/than waste and scrap, unwrought) and articles thereof, nesoi"
8112.12.00,"Beryllium, unwrought; beryllium powders"
8112.13.00,Beryllium waste and scrap
8112.19.00,"Beryllium, articles nesoi"
8112.21.00,"Chromium, unwrought; chromium powders"
8112.22.00,Chromium waste and scrap
8112.29.00,"Articles of chromium, nesoi"
8112.51.00,"Thallium, unwrought; thallium powders"
8112.52.00,Thallium waste and scrap
8112.59.00,"Articles of thallium, nesoi"
8112.92.06,"Waste and scrap of gallium, germanium, hafnium, indium, niobium, rhenium, or"
8112.92.10,"Gallium, unwrought; gallium powders"
8112.92.20,"Hafnium, unwrought; hafnium powders"
8112.92.30,"Indium, unwrought; indium powders"
8112.92.40,"Niobium (columbium), unwrought; niobium powders"
8112.92.50,"Rhenium, unwrought; rhenium powders"
8112.92.60,"Germanium, unwrought"
8112.92.65,"Germanium powder, wrought"
8112.92.70,"Vanadium, unwrought and powders"
8112.99.10,Germanium nesoi and articles thereof
8112.99.20,"Vanadium, nesoi, and articles thereof"
8112.99.90,"Articles of gallium, hafnium, indium, niobium or rhenium, nesoi"
8113.00.00,Cermets (including waste & scrap) and articles thereof
8201.10.00,Spades and shovels and base metal parts thereof
8201.30.00,"Mattocks, picks, hoes and rakes and base metal parts thereof"
8201.40.30,"Machetes, and base metal parts thereof"
8201.40.60,"Axes, bill hooks and similar hewing tools (o/than machetes), and base metal parts"
8201.50.00,"One-handed secateurs, pruners and shears (including poultry shears), and base metal"
8201.60.00,"Hedge shears, two-handed pruning shears and similar two-handed shears, and base"
8201.90.30,"Grass shears, and base metal parts thereof"
8201.90.40,Forks (hand tools) and base metal parts thereof
8201.90.60,"Base metal hand tools of a kind used in agriculture, horticulture or forestry nesoi, and"
8202.10.00,"Hand saws, and base metal parts thereof (except blades)"
8202.20.00,Band saw blades
8202.31.00,"Circular saw blades (including slitting or slotting saw blades), w/working part of steel"
8202.39.00,"Circular saw blades (including slitting or slotting saw blades), with working part of"
8202.40.30,"Chain saw blades & base metal parts thereof, w/cutting parts cont. o/0.2% of Cr, Mo or"
8202.40.60,"Chain saw blades and base metal parts thereof, nesoi"
8202.91.30,Hacksaw blades for working metal
8202.91.60,"Straight saw blades for working metal (o/than hacksaw blades), and base metal parts"
8202.99.00,"Saw blades nesoi, and base metal parts thereof"
8203.10.30,"Files, rasps and similar tools, n/o 11 cm in length"
8203.10.60,"Files, rasps and similar tools, o/11 cm but n/o 17 cm in length"
8203.10.90,"Files, rasps and similar tools, o/17 cm in length"
8203.20.20,Base metal tweezers
8203.20.40,Slip joint pliers
8203.20.60,"Pliers (including cutting pliers but not slip joint pliers), pincers and similar tools"
8203.20.80,"Base metal parts of pliers (including cutting pliers), pincers, tweezers and similar tools"
8203.30.00,"Metal cutting shears and similar tools, and base metal parts thereof"
8203.40.30,"Pipe cutters, bolt cutters, perf. punches & similar tools, w/cutting parts o/0.2% Cr, Mo"
8203.40.60,"Pipe cutters, bolt cutters, perforating punches and similar tools, nesoi, and base metal"
8204.11.00,"Hand-operated non-adjustable spanners and wrenches, and base metal parts thereof"
8204.12.00,"Hand-operated adjustable spanners and wrenches, and base metal parts thereof"
8204.20.00,"Socket wrenches, with or without handles, drives and extensions, and base metal parts"
8205.10.00,"Drilling, threading or tapping tools, and base metal parts thereof"
8205.20.30,"Hammers and sledge hammers, with heads not over 1.5 kg each, and base metal parts"
8205.20.60,"Hammers and sledge hammers, with heads over 1.5 kg each, and base metal parts"
8205.30.30,"Planes, chisels, gouges etc. for working wood, over 0.2% chromium, molybdenum or"
8205.30.60,"Planes, chisels, gouges and similar cutting tools for working wood, nesoi, and base metal"
8205.40.00,Screwdrivers and base metal parts thereof
8205.51.15,"Carving and butcher steels, of iron or steel, with or without their handles"
8205.51.30,"Iron or steel household handtools (o/than carving & butcher steels), and base metal"
8205.51.45,"Copper household handtools, and base metal parts thereof"
8205.51.60,"Aluminum household handtools, and base metal parts thereof"
8205.51.75,"Base metal, nesoi, household handtools, and base metal parts thereof"
8205.59.10,Pipe tools and base metal parts thereof
8205.59.20,Powder-actuated hand tools and base metal parts thereof
8205.59.30,"Crowbars, track tools and wedges, and base metal parts thereof"
8205.59.45,"Caulking guns of iron or steel, and base metal parts thereof"
8205.59.55,"Iron or steel handtools (o/ than household, o/than caulking guns) nesoi, and base metal"
8205.59.60,"Copper handtools (o/than household) nesoi, and base metal parts thereof"
8205.59.70,"Aluminum handtools (o/than household) nesoi, and base metal parts thereof"
8205.59.80,"Base metal, nesoi, handtools (o/than household), and base metal parts thereof"
8205.60.00,"Blow torches and similar self-contained torches, and base metal parts thereof"
8205.70.00,"Vises, clamps and the like, and base metal parts thereof"
8205.90.10,"Anvils, portable forges, hand- or pedal-operated grinding wheels with frameworks and"
8205.90.60,Sets of articles (handtools and other specified tools) of two or more foregoing
8206.00.00,Tools of two or more of headings 8202 to 8205 put up in sets for retail sale
8207.13.00,"Interchangeable tools for rock drilling or earth boring tools, w/working part of cermets"
8207.19.30,"Interchangeable tools for rock drilling or earth boring tools, w/cutting part o/0.2% Cr,"
8207.19.60,"Interchangeable tools for rock drilling or earth boring tools, w/working part nesoi, and"
8207.20.00,"Interchangeable dies for drawing or extruding metal, and base metal parts thereof"
8207.30.30,"Interchangeable tools for pressing, stamping or punching, suitable for cutting metal, and"
8207.30.60,"Interchangeable tools for pressing, stamping or punching, not suitable for cutting metal,"
8207.40.30,"Interchangeable tools for tapping or threading, w/cutting pts ov 0.2% by wt of Cr, Mo,"
8207.40.60,"Interchangeable tools for tapping or threading, nesoi, and base metal parts thereof"
8207.50.20,"Interchangeable tools for drilling (o/than rock drilling) w/cutting part ov 0.2% Cr, Mo or"
8207.50.40,"Interchangeable tools for drilling (o/than rock drilling), nesoi, suitable for cutting metal,"
8207.50.60,"Interchangeable tools for handtools, for drilling (o/than rock drilling), nesoi, n/suitable"
8207.50.80,"Interchangeable tools (o/than for handtools) for drilling (o/than rock drilling), nesoi, not"
8207.60.00,"Interchangeable tools for boring or broaching, and base metal parts thereof"
8207.70.30,"Interchangeable tools for milling, w/cutting part ov 0.2% by wt of Cr, Mo or W, or ov"
8207.70.60,"Interchangeable tools for milling, nesoi, and base metal parts thereof"
8207.80.30,"Interchangeable tools for turning, w/cutting part ov 0.2% by wt of Cr, Mo or W, or ov"
8207.80.60,"Interchangeable tools for turning, nesoi, and base metal parts thereof"
8207.90.15,"Interchangeable files and rasps, including rotary files and rasps, and base metal parts"
8207.90.30,"Interchangeable cutting tools, nesoi, w/cutting part ov 0.2% by wt of Cr, Mo or W, or ov"
8207.90.45,"Interchangeable tools, nesoi, suitable for cutting metal, nesoi and base metal parts"
8207.90.60,"Interchangeable tools for handtools, nesoi, not suitable for cutting metal, nesoi and"
8207.90.75,"Interchangeable tools (o/than for handtools) nesoi, not suitable for cutting metal, nesoi"
8208.10.00,"Knives and cutting blades for metal working machines or mechanical appliances, and"
8208.20.00,"Knives and cutting blades for wood working machines or mechanical appliances, and"
8208.30.00,Knives and cutting blades for kitchen appliances or for machines used by the food
8208.40.30,"Lawnmower blades for agricultural, horticultural or forestry machines"
8208.40.60,"Knives and cutting blades (o/than lawnmower blades) for agricultural, horticultural or"
8208.90.30,"Knives and cutting blades for shoe machinery, and base metal parts thereof"
8208.90.60,"Knives and cutting blades, nesoi for machines or for mechanical appliances nesoi, and"
8209.00.00,"Cermet plates, sticks, tips and the like for tools, unmounted"
8210.00.00,"Hand-operated mechanical appliances weighing 10 kg or less, used in preparation,"
8211.93.00,Knives having other than fixed blades
8211.94.10,Base metal blades for knives having fixed blades
8211.94.50,Base metal blades for knives having other than fixed blades
8211.95.10,Base metal handles for table knives w/fixed blades
8211.95.50,Base metal handles for knives (o/than table knivies) w/fixed blades
8211.95.90,Base metal handles for knives having other than fixed blades
8215.20.00,"Sets of assted. base metal spoons, forks, ladles, etc. & similar kitchen or tableware,"
8215.99.05,"Base metal forks, w/stainless steel handles cont. Ni or o/10% by wt of Mn, nesoi"
8301.20.00,"Base metal locks, of a kind used on motor vehicles"
8302.10.60,"Iron or steel, aluminum, or zinc hinges and base metal parts thereof, not designed for"
8302.10.90,Base metal (o/than iron/steel/aluminum/zinc) hinges and base metal parts thereof
8302.20.00,Base metal castors and base metal parts thereof
8302.30.30,"Iron or steel, aluminum or zinc mountings, fittings and similar articles nesoi, suitable for"
8302.30.60,"Base metal (o/than iron/steel/aluminum/zinc) mountings, fittings & similar articles,"
8302.41.30,"Base metal door closers (except automatic door closers) suitable for buildings, and base"
8302.41.60,"Iron or steel, aluminum or zinc mountings, fittings & similar articles, nesoi, suitable for"
8302.41.90,"Base metal (o/than iron/steel/aluminum/zinc) mountings, fittings and similar arts,"
8302.49.20,"Base metal harness, saddlery or riding-bridle hardware coated or plated w/prec. metal,"
8302.49.40,"Base metal harness, saddlery or riding-bridle hardware, not coated or plated w/prec."
8302.49.60,"Iron or steel, aluminum, or zinc, mountings, fittings & similar articles nesoi, and base"
8302.49.80,"Base metal (o/than iron/steel/aluminum/zinc) mountings, fittings & similar articles"
8302.50.00,"Base metal hat-racks, hat pegs, brackets and similar fixtures, and base metal parts"
8302.60.30,Base metal automatic door closers
8302.60.90,Base metal parts of automatic door closers
8303.00.00,Base metal armored or reinforced safes/strong-boxes & doors & safe deposit lockers for
8306.30.00,"Base metal photograph, picture or similar frames; base metal mirrors; base metal parts"
8307.10.30,"Iron or steel flexible tubing, with fittings"
8307.10.60,"Iron or steel flexible tubing, without fittings"
8307.90.30,"Base metal (o/than iron or steel) flexible tubing, with fittings"
8307.90.60,"Base metal (o/than iron or steel) flexible tubing, without fittings"
8308.10.00,"Base metal hooks, eyes, and eyelets, of a kind used for clothing, footwear, awnings,"
8308.20.30,"Iron or steel bifurcated rivets, not brightened, not lathed and not machined"
8308.20.60,Base metal tubular or bifurcated rivets (o/than of iron or steel)
8308.90.30,Base metal beads and spangles
8308.90.60,"Base metal buckles and buckle clasps, and base metal parts thereof"
8308.90.90,"Base metal clasps, frames with clasps not incorporating a lock, and like articles, and"
8309.10.00,"Base metal crown corks (including crown seals and caps), and base metal parts thereof"
8309.90.00,"Base metal stoppers, caps and lids (o/than crown corks), threaded bungs, bung covers,"
8310.00.00,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols"
8311.10.00,Coated base metal electrodes for electric arc-welding
8311.20.00,Base metal cored wire for electric arc-welding
8311.30.30,Coated rod or cored wire lead-tin solders
8311.30.60,"Coated rods and cored wire of base metal (o/than lead-tin solders), for soldering,"
8311.90.00,"Wire & rods of agglom. base metal powder for metal spray.; metal carbide wire, rods,"
8404.10.00,Auxiliary plant for use with boilers of heading 8402 or 8403
8406.81.10,"Steam turbines other than for marine propulsion, of an output exceeding 40 MW"
8406.90.20,"Parts of steam turbines, rotors, finished for final assembly"
8406.90.30,"Parts of steam turbines, rotors, not further worked than cleaned or machined for"
8406.90.40,"Parts of steam turbines, blades, rotating or stationary"
8406.90.45,"Parts of steam turbines, other"
8406.90.50,"Parts of vapor turbines other than steam turbines, rotors, finished for final assembly"
8406.90.60,"Parts of vapor turbines other than steam turbines, rotors, not further worked than"
8406.90.70,"Parts of vapor turbines other than steam turbines, blades, rotating or stationary"
8406.90.75,"Parts of vapor turbines other than steam turbines, other"
8407.31.00,Spark-ignition reciprocating piston engines used for propulsion of vehicles of chapter
8407.32.10,"Spark-ignition reciprocating piston engines used in tractors suitable for agricultural use,"
8407.32.20,"Spark-ignition reciprocating piston engines used in vehicles of heading 8701.20, 8702-"
8407.32.90,"Spark-ignition reciprocating piston engines used for vehicles, of chap. 87 nesoi, of a"
8407.33.10,"Spark-ignition reciprocating piston engines used in tractors for agricultural use, of a"
8407.33.30,"Spark-ignition reciprocating piston engines, for certain spec. veh. of 8701.20, 8702, 8703"
8407.33.60,"Spark-ignition reciprocating piston engines, for other veh. of 8701.20, 8702, 8703 or"
8407.33.90,"Spark-ignition reciprocating piston engines for vehicles of chap. 87 nesoi, of a cylinder"
8407.34.14,"Spark-ignition reciprocating piston engines for vehicles of 8701.20 or 8702-8704,"
8407.34.18,"Spark-ignition reciprocating piston engines for vehicles of 8701.20 or 8702-8704,"
