district,name,party,state,twitter,url,district_N
"Candidate, U.S. House Pennsylvania District 3",Dwight Evans,Democratic,Pennsylvania,https://www.twitter.com/dwightevanspa,https://ballotpedia.org/Dwight_Evans,3
"Candidate, U.S. House Pennsylvania District 10",George Scott,Democratic,Pennsylvania,https://www.twitter.com/gscott4congress,https://ballotpedia.org/George_Scott_(Pennsylvania),10
"Candidate, U.S. House Pennsylvania District 11",Jessica King,Democratic,Pennsylvania,https://www.twitter.com/JessforCongress,https://ballotpedia.org/Jessica_King_(Pennsylvania),11
"Candidate, U.S. House Pennsylvania District 4",Madeleine Dean,Democratic,Pennsylvania,https://www.twitter.com/mad4pa,https://ballotpedia.org/Madeleine_Dean,4
"Candidate, U.S. House Pennsylvania District 12",Marc Friedenberg,Democratic,Pennsylvania,https://www.twitter.com/MarcForPA,https://ballotpedia.org/Marc_Friedenberg,12
"Candidate, U.S. House Pennsylvania District 5",Mary Gay Scanlon,Democratic,Pennsylvania,https://www.twitter.com/marygayscanlon,https://ballotpedia.org/Mary_Gay_Scanlon,5
"Candidate, U.S. House Pennsylvania District 18",Michael Doyle,Democratic,Pennsylvania,https://www.twitter.com/USRepMikeDoyle,https://ballotpedia.org/Michael_Doyle_(Pennsylvania_Congress),18
U.S. House Pennsylvania District 1,Robert Brady,Democratic,Pennsylvania,https://www.twitter.com/repbrady,https://ballotpedia.org/Robert_Brady,1
"Candidate, U.S. House Pennsylvania District 16",Ronald DiNicola,Democratic,Pennsylvania,https://www.twitter.com/ron_dinicola,https://ballotpedia.org/Ronald_DiNicola,16
"Candidate, U.S. House Pennsylvania District 1",Scott Wallace,Democratic,Pennsylvania,https://www.twitter.com/scottwallacepa,https://ballotpedia.org/Scott_Wallace_(Pennsylvania),1
"Candidate, U.S. House Pennsylvania District 7",Susan Wild,Democratic,Pennsylvania,https://www.twitter.com/wildforcongress,https://ballotpedia.org/Susan_Wild,7
"Candidate, U.S. House Pennsylvania District 1",Brian Fitzpatrick,Republican,Pennsylvania,https://www.twitter.com/BrianFitzUSA,https://ballotpedia.org/Brian_Fitzpatrick,1
"Candidate, U.S. House Pennsylvania District 2",David Torres,Republican,Pennsylvania,https://www.twitter.com/DTorres4cong,https://ballotpedia.org/David_Torres,2
"Candidate, U.S. House Pennsylvania District 15",Glenn Thompson,Republican,Pennsylvania,https://www.twitter.com/GT_TeamGT,https://ballotpedia.org/Glenn_Thompson_(Pennsylvania),15
"Candidate, U.S. House Pennsylvania District 6",Greg McCauley,Republican,Pennsylvania,https://www.twitter.com/McCauley4PA,https://ballotpedia.org/Greg_McCauley,6
"Candidate, U.S. House Pennsylvania District 14",Guy Reschenthaler,Republican,Pennsylvania,https://www.twitter.com/reschenthaler,https://ballotpedia.org/Guy_Reschenthaler,14
"Candidate, U.S. House Pennsylvania District 8",John Chrin,Republican,Pennsylvania,https://www.twitter.com/johnchrin,https://ballotpedia.org/John_Chrin,8
"Candidate, U.S. House Pennsylvania District 17",Keith Rothfus,Republican,Pennsylvania,https://www.twitter.com/KeithRothfus,https://ballotpedia.org/Keith_Rothfus,17
"Candidate, U.S. House Pennsylvania District 16",Mike Kelly,Republican,Pennsylvania,https://www.twitter.com/MikeKellyforPA,https://ballotpedia.org/Mike_Kelly_(Pennsylvania),16
"Candidate, U.S. House Pennsylvania District 5",Pearl Kim,Republican,Pennsylvania,https://www.twitter.com/pearlkimpa,https://ballotpedia.org/Pearl_Kim,5
U.S. House Pennsylvania District 6,Ryan Costello,Republican,Pennsylvania,https://www.twitter.com/RyanACostello,https://ballotpedia.org/Ryan_Costello,6
"Candidate, U.S. House Pennsylvania District 10",Scott Perry,Republican,Pennsylvania,https://www.twitter.com/Perry4Congress,https://ballotpedia.org/Scott_Perry,10
"Candidate, U.S. House Pennsylvania District 12",Tom Marino,Republican,Pennsylvania,https://www.twitter.com/MarinoPA10,https://ballotpedia.org/Tom_Marino,12
U.S. House Rhode Island District 1,David Cicilline,Democratic,Rhode Island,https://www.twitter.com/davidcicilline,https://ballotpedia.org/David_Cicilline,1
U.S. House Rhode Island District 2,Jim Langevin,Democratic,Rhode Island,https://www.twitter.com/LangevinForRI,https://ballotpedia.org/Jim_Langevin,2
"Candidate, U.S. House Rhode Island District 2",Salvatore Caiozzo,Republican,Rhode Island,https://www.twitter.com/salforcongress,https://ballotpedia.org/Salvatore_Caiozzo,2
"Candidate, U.S. House South Carolina District 5",Archie Parnell,Democratic,South Carolina,https://www.twitter.com/Archie4Congress,https://ballotpedia.org/Archie_Parnell,5
U.S. House South Carolina District 6,James Clyburn,Democratic,South Carolina,https://www.twitter.com/clyburn,https://ballotpedia.org/James_Clyburn,6
"Candidate, U.S. House South Carolina District 1",Joe Cunningham,Democratic,South Carolina,https://www.twitter.com/JoeCunninghamSC,https://ballotpedia.org/Joe_Cunningham,1
"Candidate, U.S. House South Carolina District 7",Robert Williams,Democratic,South Carolina,https://www.twitter.com/reprqwilliams,https://ballotpedia.org/Robert_Williams_(South_Carolina_Representative),7
"Candidate, U.S. House South Carolina District 2",Sean Carrigan,Democratic,South Carolina,https://www.twitter.com/votecarrigan,https://ballotpedia.org/Sean_Carrigan,2
"Candidate, U.S. House South Carolina District 6",Gerhard Gressmann,Republican,South Carolina,https://www.twitter.com/gressmannforSC6,https://ballotpedia.org/Gerhard_Gressmann,6
U.S. House South Carolina District 3,Jeff Duncan,Republican,South Carolina,https://www.twitter.com/Duncan4Congress,https://ballotpedia.org/Jeff_Duncan_(South_Carolina),3
U.S. House South Carolina District 2,Joe Wilson,Republican,South Carolina,https://www.twitter.com/CongJoeWilson,https://ballotpedia.org/Joe_Wilson_(South_Carolina),2
"Candidate, U.S. House South Carolina District 1",Katie Arrington,Republican,South Carolina,https://www.twitter.com/karringtonsc,https://ballotpedia.org/Katie_Arrington,1
U.S. House South Carolina District 1,Mark Sanford,Republican,South Carolina,https://www.twitter.com/marksanford,https://ballotpedia.org/Mark_Sanford_(South_Carolina),1
U.S. House South Carolina District 7,Tom Rice,Republican,South Carolina,https://www.twitter.com/tomricesc7,https://ballotpedia.org/Tom_Rice_(South_Carolina),7
"Candidate, U.S. House South Carolina District 4",William Timmons,Republican,South Carolina,https://www.twitter.com/votetimmons,https://ballotpedia.org/William_Timmons,4
"Candidate, U.S. House South Dakota At-large District",Timothy Bjorkman,Democratic,South Dakota,https://www.twitter.com/TimBjorkmanSD,https://ballotpedia.org/Timothy_Bjorkman,0
"Candidate, U.S. House South Dakota At-large District",Dusty Johnson,Republican,South Dakota,https://www.twitter.com/dustyjohnson,https://ballotpedia.org/Dusty_Johnson,0
"Candidate, U.S. House Tennessee District 3",Danielle Mitchell,Democratic,Tennessee,https://www.twitter.com/DMMD4TNCongress,https://ballotpedia.org/Danielle_Mitchell,3
"Candidate, U.S. House Tennessee District 6",Dawn Barlow,Democratic,Tennessee,https://www.twitter.com/Barlow4Congress,https://ballotpedia.org/Dawn_Barlow,6
"Candidate, U.S. House Tennessee District 8",Erika Stotts Pearson,Democratic,Tennessee,https://www.twitter.com/erika_stotts,https://ballotpedia.org/Erika_Stotts_Pearson,8
U.S. House Tennessee District 5,Jim Cooper,Democratic,Tennessee,https://www.twitter.com/CoopForCongress,https://ballotpedia.org/Jim_Cooper_(Tennessee),5
"Candidate, U.S. House Tennessee District 7",Justin Kanew,Democratic,Tennessee,https://www.twitter.com/Kanew,https://ballotpedia.org/Justin_Kanew,7
"Candidate, U.S. House Tennessee District 4",Mariah Phillips,Democratic,Tennessee,https://www.twitter.com/MariahNPhillips,https://ballotpedia.org/Mariah_Phillips,4
"Candidate, U.S. House Tennessee District 2",Renee Hoyos,Democratic,Tennessee,https://www.twitter.com/Hoyos4Congress,https://ballotpedia.org/Renee_Hoyos,2
U.S. House Tennessee District 9,Steve Cohen,Democratic,Tennessee,https://www.twitter.com/reelectcohen,https://ballotpedia.org/Steve_Cohen,9
U.S. House Tennessee District 3,Charles Fleischmann,Republican,Tennessee,https://www.twitter.com/chuck4congress,https://ballotpedia.org/Charles_Fleischmann,3
"Candidate, U.S. House Tennessee District 9",Charlotte Bergmann,Republican,Tennessee,https://www.twitter.com/electbergmann,https://ballotpedia.org/Charlotte_Bergmann,9
U.S. House Tennessee District 8,David Kustoff,Republican,Tennessee,https://www.twitter.com/DavidKustoff,https://ballotpedia.org/David_Kustoff,8
"Candidate, U.S. House Tennessee District 5",Jody Ball,Republican,Tennessee,https://www.twitter.com/jballcampaign,https://ballotpedia.org/Jody_Ball,5
"Candidate, U.S. House Tennessee District 6",John Rose,Republican,Tennessee,https://www.twitter.com/JohnRoseforTN,https://ballotpedia.org/John_Rose_(Tennessee),6
"Candidate, U.S. House Tennessee District 7",Mark Green,Republican,Tennessee,https://www.twitter.com/DrMarkGreen4TN,https://ballotpedia.org/Mark_Green_(Tennessee),7
U.S. House Tennessee District 1,Phil Roe,Republican,Tennessee,https://www.twitter.com/DrPhilRoe,https://ballotpedia.org/Phil_Roe,1
U.S. House Tennessee District 4,Scott DesJarlais,Republican,Tennessee,https://www.twitter.com/tndesjarlais,https://ballotpedia.org/Scott_DesJarlais,4
"Candidate, U.S. House Tennessee District 2",Tim Burchett,Republican,Tennessee,https://www.twitter.com/timburchett,https://ballotpedia.org/Tim_Burchett,2
"Candidate, U.S. House Texas District 14",Adrienne Bell,Democratic,Texas,https://www.twitter.com/adrbell,https://ballotpedia.org/Adrienne_Bell,14
U.S. House Texas District 9,Al Green,Democratic,Texas,https://www.twitter.com/RepAlGreenTX,https://ballotpedia.org/Al_Green,9
"Candidate, U.S. House Texas District 4",Catherine Krantz,Democratic,Texas,https://www.twitter.com/Krantz4Congress,https://ballotpedia.org/Catherine_Krantz,4
"Candidate, U.S. House Texas District 32",Colin Allred,Democratic,Texas,https://www.twitter.com/colinallredtx,https://ballotpedia.org/Colin_Allred,32
"Candidate, U.S. House Texas District 5",Dan Wood,Democratic,Texas,https://www.twitter.com/DanWood2018,https://ballotpedia.org/Dan_Wood,5
"Candidate, U.S. House Texas District 36",Dayna Steele,Democratic,Texas,https://www.twitter.com/daynasteele,https://ballotpedia.org/Dayna_Steele,36
U.S. House Texas District 30,Eddie Bernice Johnson,Democratic,Texas,https://www.twitter.com/RepEBJ,https://ballotpedia.org/Eddie_Bernice_Johnson,30
"Candidate, U.S. House Texas District 27",Eric Holguin,Democratic,Texas,https://www.twitter.com/EricHolguinTX,https://ballotpedia.org/Eric_Holguin,27
U.S. House Texas District 34,Filemon Vela,Democratic,Texas,https://www.twitter.com/filemonvela,https://ballotpedia.org/Filemon_Vela_(Texas_U.S._representative),34
"Candidate, U.S. House Texas District 23",Gina Ortiz Jones,Democratic,Texas,https://www.twitter.com/ginaortizjones,https://ballotpedia.org/Gina_Ortiz_Jones,23
U.S. House Texas District 28,Henry Cuellar,Democratic,Texas,https://www.twitter.com/repcuellar,https://ballotpedia.org/Henry_Cuellar,28
"Candidate, U.S. House Texas District 24",Jan McDowell,Democratic,Texas,https://www.twitter.com/janforcongress,https://ballotpedia.org/Jan_McDowell,24
"Candidate, U.S. House Texas District 6",Jana Lynne Sanchez,Democratic,Texas,https://www.twitter.com/janasanchez,https://ballotpedia.org/Jana_Lynne_Sanchez,6
"Candidate, U.S. House Texas District 11",Jennie Lou Leeder,Democratic,Texas,https://www.twitter.com/jennielouleeder,https://ballotpedia.org/Jennie_Lou_Leeder,11
U.S. House Texas District 20,Joaquin Castro,Democratic,Texas,https://www.twitter.com/castro4congress,https://ballotpedia.org/Joaquin_Castro,20
"Candidate, U.S. House Texas District 21",Joseph Kopser,Democratic,Texas,https://www.twitter.com/JosephKopser,https://ballotpedia.org/Joseph_Kopser,21
"Candidate, U.S. House Texas District 25",Julie Oliver,Democratic,Texas,https://www.twitter.com/JulieForTX25,https://ballotpedia.org/Julie_Oliver,25
"Candidate, U.S. House Texas District 26",Linsey Fagan,Democratic,Texas,https://www.twitter.com/linseyfagantx,https://ballotpedia.org/Linsey_Fagan,26
"Candidate, U.S. House Texas District 7",Lizzie Pannill Fletcher,Democratic,Texas,https://www.twitter.com/lizzie4congress,https://ballotpedia.org/Lizzie_Pannill_Fletcher,7
U.S. House Texas District 35,Lloyd Doggett,Democratic,Texas,https://www.twitter.com/lloyddoggetttx,https://ballotpedia.org/Lloyd_Doggett,35
"Candidate, U.S. House Texas District 3",Lorie Burch,Democratic,Texas,https://www.twitter.com/LorieB4Congress,https://ballotpedia.org/Lorie_Burch,3
"Candidate, U.S. House Texas District 31",M.J. Hegar,Democratic,Texas,https://www.twitter.com/mjhegar,https://ballotpedia.org/M.J._Hegar,31
U.S. House Texas District 33,Marc Veasey,Democratic,Texas,https://www.twitter.com/MarcVeasey,https://ballotpedia.org/Marc_Veasey,33
"Candidate, U.S. House Texas District 19",Miguel Levario,Democratic,Texas,https://www.twitter.com/miguellevario19,https://ballotpedia.org/Miguel_Levario,19
"Candidate, U.S. House Texas District 17",Rick Kennedy,Democratic,Texas,https://www.twitter.com/RickKennedyTX17,https://ballotpedia.org/Rick_Kennedy,17
U.S. House Texas District 18,Sheila Jackson Lee,Democratic,Texas,https://www.twitter.com/jacksonleetx18,https://ballotpedia.org/Sheila_Jackson_Lee,18
"Candidate, U.S. House Texas District 1",Shirley McKellar,Democratic,Texas,https://www.twitter.com/Vote4McKellar,https://ballotpedia.org/Shirley_McKellar,1
"Candidate, U.S. House Texas District 8",Steven David,Democratic,Texas,https://www.twitter.com/stevedavid,https://ballotpedia.org/Steven_David_(Texas),8
"Candidate, U.S. House Texas District 29",Sylvia Garcia,Democratic,Texas,https://www.twitter.com/SenatorSylvia,https://ballotpedia.org/Sylvia_Garcia,29
"Candidate, U.S. House Texas District 2",Todd Litton,Democratic,Texas,https://www.twitter.com/toddlitton,https://ballotpedia.org/Todd_Litton,2
"Candidate, U.S. House Texas District 12",Vanessa Adia,Democratic,Texas,https://www.twitter.com/VanessaAdiaTX12,https://ballotpedia.org/Vanessa_Adia,12
"Candidate, U.S. House Texas District 16",Veronica Escobar,Democratic,Texas,https://www.twitter.com/vgescobar,https://ballotpedia.org/Veronica_Escobar,16
U.S. House Texas District 15,Vicente González,Democratic,Texas,https://www.twitter.com/vicentecongress,https://ballotpedia.org/Vicente_Gonz%C3%A1lez,15
"Candidate, U.S. House Texas District 18",Ava Pate,Republican,Texas,https://www.twitter.com/avaforcongress,https://ballotpedia.org/Ava_Pate,18
U.S. House Texas District 17,Bill Flores,Republican,Texas,https://www.twitter.com/Flores4Congress,https://ballotpedia.org/Bill_Flores,17
U.S. House Texas District 36,Brian Babin,Republican,Texas,https://www.twitter.com/Babin4Congress,https://ballotpedia.org/Brian_Babin,36
"Candidate, U.S. House Texas District 21",Chip Roy,Republican,Texas,https://www.twitter.com/chiproytx,https://ballotpedia.org/Chip_Roy,21
"Candidate, U.S. House Texas District 2",Daniel Crenshaw,Republican,Texas,https://www.twitter.com/DanCrenshawTX,https://ballotpedia.org/Daniel_Crenshaw,2
U.S. House Texas District 19,Jodey Arrington,Republican,Texas,https://www.twitter.com/JodeyArrington,https://ballotpedia.org/Jodey_Arrington,19
U.S. House Texas District 31,John Carter,Republican,Texas,https://www.twitter.com/judgejohncarter,https://ballotpedia.org/John_Carter,31
U.S. House Texas District 7,John Culberson,Republican,Texas,https://www.twitter.com/johnculberson,https://ballotpedia.org/John_Culberson,7
U.S. House Texas District 4,John Ratcliffe,Republican,Texas,https://www.twitter.com/ratcliffetx4,https://ballotpedia.org/John_Ratcliffe,4
U.S. House Texas District 12,Kay Granger,Republican,Texas,https://www.twitter.com/repkaygranger,https://ballotpedia.org/Kay_Granger,12
U.S. House Texas District 24,Kenny Marchant,Republican,Texas,https://www.twitter.com/MarchantforTX24,https://ballotpedia.org/Kenny_Marchant,24
U.S. House Texas District 8,Kevin Brady,Republican,Texas,https://www.twitter.com/bradyfortexas,https://ballotpedia.org/Kevin_Brady,8
"Candidate, U.S. House Texas District 5",Lance Gooden,Republican,Texas,https://www.twitter.com/RepLanceGooden,https://ballotpedia.org/Lance_Gooden,5
U.S. House Texas District 1,Louie Gohmert,Republican,Texas,https://www.twitter.com/replouiegohmert,https://ballotpedia.org/Louie_Gohmert,1
U.S. House Texas District 13,Mac Thornberry,Republican,Texas,https://www.twitter.com/macthornberry,https://ballotpedia.org/Mac_Thornberry,13
U.S. House Texas District 26,Michael Burgess,Republican,Texas,https://www.twitter.com/michaelcburgess,https://ballotpedia.org/Michael_Burgess,26
U.S. House Texas District 27,Michael Cloud,Republican,Texas,https://www.twitter.com/michaeljcloud,https://ballotpedia.org/Michael_Cloud_(Texas),27
U.S. House Texas District 10,Michael McCaul,Republican,Texas,https://www.twitter.com/McCaulforTexas,https://ballotpedia.org/Michael_McCaul,10
U.S. House Texas District 11,Mike Conaway,Republican,Texas,https://www.twitter.com/conawaytx11,https://ballotpedia.org/Mike_Conaway_(Texas),11
U.S. House Texas District 22,Pete Olson,Republican,Texas,https://www.twitter.com/peteolson,https://ballotpedia.org/Pete_Olson,22
U.S. House Texas District 32,Pete Sessions,Republican,Texas,https://www.twitter.com/SessionsforTX32,https://ballotpedia.org/Pete_Sessions,32
"Candidate, U.S. House Texas District 29",Phillip Aronoff,Republican,Texas,https://www.twitter.com/Aronoff4USRep,https://ballotpedia.org/Phillip_Aronoff,29
U.S. House Texas District 14,Randy Weber,Republican,Texas,https://www.twitter.com/WeberforTexas,https://ballotpedia.org/Randy_Weber,14
"Candidate, U.S. House Texas District 34",Rey Gonzalez,Republican,Texas,https://www.twitter.com/reygonzalez34,https://ballotpedia.org/Rey_Gonzalez,34
"Candidate, U.S. House Texas District 16",Rick Seeberger,Republican,Texas,https://www.twitter.com/rickseeberger,https://ballotpedia.org/Rick_Seeberger,16
U.S. House Texas District 25,Roger Williams,Republican,Texas,https://www.twitter.com/RogerWilliamsTX,https://ballotpedia.org/Roger_Williams_(Texas),25
"Candidate, U.S. House Texas District 6",Ronald Wright,Republican,Texas,https://www.twitter.com/ron4congress,https://ballotpedia.org/Ronald_Wright,6
"Candidate, U.S. House Texas District 15",Tim Westley,Republican,Texas,https://www.twitter.com/twestley777,https://ballotpedia.org/Tim_Westley,15
"Candidate, U.S. House Texas District 3",Van Taylor,Republican,Texas,https://www.twitter.com/VanTaylorTX,https://ballotpedia.org/Van_Taylor,3
U.S. House Texas District 23,Will Hurd,Republican,Texas,https://www.twitter.com/willhurd,https://ballotpedia.org/Will_Hurd,23
"Candidate, U.S. House Texas District 33",Willie Billups,Republican,Texas,https://www.twitter.com/Billups4ushd33,https://ballotpedia.org/Willie_Billups,33
"Candidate, U.S. House Utah District 4",Ben McAdams,Democratic,Utah,https://www.twitter.com/benmcadams,https://ballotpedia.org/Ben_McAdams,4
"Candidate, U.S. House Utah District 3",James Singer,Democratic,Utah,https://www.twitter.com/urbannavajo,https://ballotpedia.org/James_Singer,3
"Candidate, U.S. House Utah District 1",Lee Castillo,Democratic,Utah,https://www.twitter.com/lee4uscongress,https://ballotpedia.org/Lee_Castillo,1
"Candidate, U.S. House Utah District 2",Shireen Ghorbani,Democratic,Utah,https://www.twitter.com/shireenghorbani,https://ballotpedia.org/Shireen_Ghorbani,2
U.S. House Utah District 2,Chris Stewart,Republican,Utah,https://www.twitter.com/stewartforutah,https://ballotpedia.org/Chris_Stewart_(Utah),2
U.S. House Utah District 3,John Curtis,Republican,Utah,https://www.twitter.com/CurtisUT,https://ballotpedia.org/John_Curtis_(Utah),3
U.S. House Utah District 4,Mia Love,Republican,Utah,https://www.twitter.com/MiaBLove,https://ballotpedia.org/Mia_Love,4
U.S. House Utah District 1,Rob Bishop,Republican,Utah,https://www.twitter.com/RobBishopUT,https://ballotpedia.org/Rob_Bishop,1
U.S. House Vermont At-large District,Peter Welch,Democratic,Vermont,https://www.twitter.com/WelchForVT,https://ballotpedia.org/Peter_Welch,0
"Candidate, U.S. House Vermont At-large District",Anya Tynio,Republican,Vermont,https://www.twitter.com/AnyaTynio,https://ballotpedia.org/Anya_Tynio,0
"Candidate, U.S. House Virginia District 7",Abigail Spanberger,Democratic,Virginia,https://www.twitter.com/SpanbergerVA07,https://ballotpedia.org/Abigail_Spanberger,7
"Candidate, U.S. House Virginia District 9",Anthony Flaccavento,Democratic,Virginia,https://www.twitter.com/flacc4congress,https://ballotpedia.org/Anthony_Flaccavento,9
U.S. House Virginia District 3,Bobby Scott,Democratic,Virginia,https://www.twitter.com/BobbyScott4VA3,https://ballotpedia.org/Bobby_Scott_(Virginia),3
U.S. House Virginia District 4,Donald McEachin,Democratic,Virginia,https://www.twitter.com/Donald_McEachin,https://ballotpedia.org/Donald_McEachin,4
"Candidate, U.S. House Virginia District 2",Elaine Luria,Democratic,Virginia,https://www.twitter.com/ElaineLuriaVA,https://ballotpedia.org/Elaine_Luria,2
U.S. House Virginia District 11,Gerald Connolly,Democratic,Virginia,https://www.twitter.com/ElectConnolly,https://ballotpedia.org/Gerald_Connolly,11
"Candidate, U.S. House Virginia District 6",Jennifer Lewis,Democratic,Virginia,https://www.twitter.com/JenniferForVA,https://ballotpedia.org/Jennifer_Lewis,6
"Candidate, U.S. House Virginia District 10",Jennifer Wexton,Democratic,Virginia,https://www.twitter.com/JenniferWexton,https://ballotpedia.org/Jennifer_Wexton,10
"Candidate, U.S. House Virginia District 1",Vangie Williams,Democratic,Virginia,https://www.twitter.com/Vangie4Congress,https://ballotpedia.org/Vangie_Williams,1
U.S. House Virginia District 10,Barbara Comstock,Republican,Virginia,https://www.twitter.com/BarbaraComstock,https://ballotpedia.org/Barbara_Comstock,10
"Candidate, U.S. House Virginia District 6",Ben Cline,Republican,Virginia,https://www.twitter.com/cline4virginia,https://ballotpedia.org/Ben_Cline,6
"Candidate, U.S. House Virginia District 11",Jeff Dove,Republican,Virginia,https://www.twitter.com/JefferyADoveJr,https://ballotpedia.org/Jeff_Dove,11
U.S. House Virginia District 9,Morgan Griffith,Republican,Virginia,https://www.twitter.com/morgangriffith,https://ballotpedia.org/Morgan_Griffith,9
U.S. House Virginia District 1,Rob Wittman,Republican,Virginia,https://www.twitter.com/reelectWittman,https://ballotpedia.org/Rob_Wittman,1
"Candidate, U.S. House Virginia District 4",Ryan McAdams,Republican,Virginia,https://www.twitter.com/RyanMcAdams4VA,https://ballotpedia.org/Ryan_McAdams,4
U.S. House Virginia District 2,Scott Taylor,Republican,Virginia,https://www.twitter.com/scotttaylorva,https://ballotpedia.org/Scott_Taylor_(Virginia),2
U.S. House Virginia District 5,Thomas Garrett,Republican,Virginia,https://www.twitter.com/garrettforva,https://ballotpedia.org/Thomas_Garrett,5
"Candidate, U.S. House Virginia District 8",Thomas Oh,Republican,Virginia,https://www.twitter.com/OhForCongress,https://ballotpedia.org/Thomas_Oh,8
U.S. House Washington District 9,Adam Smith,Democratic,Washington,https://www.twitter.com/electadamsmith,https://ballotpedia.org/Adam_Smith_(Washington),9
"Candidate, U.S. House Washington District 3",Carolyn Long,Democratic,Washington,https://www.twitter.com/ElectLong,https://ballotpedia.org/Carolyn_Long,3
"Candidate, U.S. House Washington District 4",Christine Brown,Democratic,Washington,https://www.twitter.com/ChristineForWA,https://ballotpedia.org/Christine_Brown,4
U.S. House Washington District 10,Denny Heck,Democratic,Washington,https://www.twitter.com/DennyHeck,https://ballotpedia.org/Denny_Heck,10
U.S. House Washington District 6,Derek Kilmer,Democratic,Washington,https://www.twitter.com/DerekKilmer,https://ballotpedia.org/Derek_Kilmer,6
"Candidate, U.S. House Washington District 8",Kim Schrier,Democratic,Washington,https://www.twitter.com/DrKimSchrier,https://ballotpedia.org/Kim_Schrier,8
"Candidate, U.S. House Washington District 5",Lisa Brown,Democratic,Washington,https://www.twitter.com/lisa4congress,https://ballotpedia.org/Lisa_Brown_(Washington),5
U.S. House Washington District 7,Pramila Jayapal,Democratic,Washington,https://www.twitter.com/PramilaJayapal,https://ballotpedia.org/Pramila_Jayapal,7
U.S. House Washington District 2,Rick Larsen,Democratic,Washington,https://www.twitter.com/larsenrick,https://ballotpedia.org/Rick_Larsen,2
"Candidate, U.S. House Washington District 9",Sarah Smith,Democratic,Washington,https://www.twitter.com/sarahsmith2018,https://ballotpedia.org/Sarah_Smith,9
U.S. House Washington District 1,Suzan DelBene,Democratic,Washington,https://www.twitter.com/SuzanDelBene,https://ballotpedia.org/Suzan_DelBene,1
U.S. House Washington District 5,Cathy McMorris Rodgers,Republican,Washington,https://www.twitter.com/teamcmr,https://ballotpedia.org/Cathy_McMorris_Rodgers,5
U.S. House Washington District 4,Dan Newhouse,Republican,Washington,https://www.twitter.com/repnewhouse,https://ballotpedia.org/Dan_Newhouse,4
"Candidate, U.S. House Washington District 8",Dino Rossi,Republican,Washington,https://www.twitter.com/DinoRossiWA,https://ballotpedia.org/Dino_Rossi,8
U.S. House Washington District 3,Jaime Herrera Beutler,Republican,Washington,https://www.twitter.com/JaimeForUSRep,https://ballotpedia.org/Jaime_Herrera_Beutler,3
"Candidate, U.S. House Washington District 1",Jeffrey Beeler,Republican,Washington,https://www.twitter.com/Beeler4Congress,https://ballotpedia.org/Jeffrey_Beeler,1
"Candidate, U.S. House West Virginia District 1",Kendra Fershee,Democratic,West Virginia,https://www.twitter.com/teamkendrawv,https://ballotpedia.org/Kendra_Fershee,1
"Candidate, U.S. House West Virginia District 3",Richard Ojeda,Democratic,West Virginia,https://www.twitter.com/Ojeda4congress,https://ballotpedia.org/Richard_Ojeda,3
"Candidate, U.S. House West Virginia District 2",Talley Sergent,Democratic,West Virginia,https://www.twitter.com/TalleySergent,https://ballotpedia.org/Talley_Sergent,2
U.S. House West Virginia District 2,Alexander Mooney,Republican,West Virginia,https://www.twitter.com/MooneyforWV,https://ballotpedia.org/Alexander_Mooney,2
"Candidate, U.S. House West Virginia District 3",Carol Miller,Republican,West Virginia,https://www.twitter.com/carolmillerwv,https://ballotpedia.org/Carol_Miller_(West_Virginia),3
U.S. House West Virginia District 1,David McKinley,Republican,West Virginia,https://www.twitter.com/McKinleyforWV,https://ballotpedia.org/David_McKinley,1
"Candidate, U.S. House Wisconsin District 8",Beau Liegeois,Democratic,Wisconsin,https://www.twitter.com/beauforcongress,https://ballotpedia.org/Beau_Liegeois,8
"Candidate, U.S. House Wisconsin District 6",Dan Kohl,Democratic,Wisconsin,https://www.twitter.com/DanKohlWI,https://ballotpedia.org/Dan_Kohl,6
U.S. House Wisconsin District 4,Gwen Moore,Democratic,Wisconsin,https://www.twitter.com/Gwen4Congress,https://ballotpedia.org/Gwen_Moore,4
"Candidate, U.S. House Wisconsin District 7",Margaret Engebretson,Democratic,Wisconsin,https://www.twitter.com/vetfordemocracy,https://ballotpedia.org/Margaret_Engebretson,7
U.S. House Wisconsin District 2,Mark Pocan,Democratic,Wisconsin,https://www.twitter.com/MarkPocan,https://ballotpedia.org/Mark_Pocan,2
"Candidate, U.S. House Wisconsin District 1",Randy Bryce,Democratic,Wisconsin,https://www.twitter.com/IronStache,https://ballotpedia.org/Randy_Bryce,1
U.S. House Wisconsin District 3,Ron Kind,Democratic,Wisconsin,https://www.twitter.com/KindforCongress,https://ballotpedia.org/Ron_Kind,3
"Candidate, U.S. House Wisconsin District 5",Tom Palzewicz,Democratic,Wisconsin,https://www.twitter.com/tomforwi,https://ballotpedia.org/Tom_Palzewicz,5
"Candidate, U.S. House Wisconsin District 1",Bryan Steil,Republican,Wisconsin,https://www.twitter.com/BryanSteilforWI,https://ballotpedia.org/Bryan_Steil,1
U.S. House Wisconsin District 6,Glenn Grothman,Republican,Wisconsin,https://www.twitter.com/GrothmanforWI,https://ballotpedia.org/Glenn_Grothman,6
U.S. House Wisconsin District 8,Michael Gallagher,Republican,Wisconsin,https://www.twitter.com/MikeforWI,https://ballotpedia.org/Michael_Gallagher_(Wisconsin),8
